pair,method,x_he,temperature_K,volume_A3,r_A,g_r
gHeHe,vdW-DF,0.5,1000,80.0,3.8105,nan
gHeHe,vdW-DF,0.5,1000,80.0,3.8395,nan
gHeHe,vdW-DF,0.5,1000,80.0,3.8685,nan
gHeHe,vdW-DF,0.5,1000,80.0,3.8975,nan
gHeHe,vdW-DF,0.5,1000,80.0,3.9265,nan
gHeHe,vdW-DF,0.5,1000,80.0,3.9555,nan
gHeHe,vdW-DF,0.5,1000,80.0,3.9845,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.0135,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.0425,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.0715,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.1005,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.1295,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.1585,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.1875,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.2165,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.2455,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.2745,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.3035,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.3325,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.3615,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.3905,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.4195,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.4485,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.4775,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.5065,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.5355,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.5645,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.5935,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.6225,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.6515,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.6805,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.7095,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.7385,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.7675,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.7965,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.8255,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.8545,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.8835,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.9125,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.9415,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.9705,nan
gHeHe,vdW-DF,0.5,1000,80.0,4.9995,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.0285,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.0575,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.0865,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.1155,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.1445,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.1735,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.2025,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.2315,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.2605,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.2895,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.3185,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.3475,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.3765,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.4055,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.4345,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.4635,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.4925,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.5215,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.5505,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.5795,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.6085,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.6375,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.6665,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.6955,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.7245,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.7535,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.7825,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.8115,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.8405,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.8695,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.8985,nan
