pair,method,x_he,temperature_K,volume_A3,r_A,g_r
gHHe,vdW-DF,0.5,1000,80.0,3.4335,nan
gHHe,vdW-DF,0.5,1000,80.0,3.4625,nan
gHHe,vdW-DF,0.5,1000,80.0,3.4915,nan
gHHe,vdW-DF,0.5,1000,80.0,3.5205,nan
gHHe,vdW-DF,0.5,1000,80.0,3.5495,nan
gHHe,vdW-DF,0.5,1000,80.0,3.5785,nan
gHHe,vdW-DF,0.5,1000,80.0,3.6075,nan
gHHe,vdW-DF,0.5,1000,80.0,3.6365,nan
gHHe,vdW-DF,0.5,1000,80.0,3.6655,nan
gHHe,vdW-DF,0.5,1000,80.0,3.6945,nan
gHHe,vdW-DF,0.5,1000,80.0,3.7235,nan
gHHe,vdW-DF,0.5,1000,80.0,3.7525,nan
gHHe,vdW-DF,0.5,1000,80.0,3.7815,nan
gHHe,vdW-DF,0.5,1000,80.0,3.8105,nan
gHHe,vdW-DF,0.5,1000,80.0,3.8395,nan
gHHe,vdW-DF,0.5,1000,80.0,3.8685,nan
gHHe,vdW-DF,0.5,1000,80.0,3.8975,nan
gHHe,vdW-DF,0.5,1000,80.0,3.9265,nan
gHHe,vdW-DF,0.5,1000,80.0,3.9555,nan
gHHe,vdW-DF,0.5,1000,80.0,3.9845,nan
gHHe,vdW-DF,0.5,1000,80.0,4.0135,nan
gHHe,vdW-DF,0.5,1000,80.0,4.0425,nan
gHHe,vdW-DF,0.5,1000,80.0,4.0715,nan
gHHe,vdW-DF,0.5,1000,80.0,4.1005,nan
gHHe,vdW-DF,0.5,1000,80.0,4.1295,nan
gHHe,vdW-DF,0.5,1000,80.0,4.1585,nan
gHHe,vdW-DF,0.5,1000,80.0,4.1875,nan
gHHe,vdW-DF,0.5,1000,80.0,4.2165,nan
gHHe,vdW-DF,0.5,1000,80.0,4.2455,nan
gHHe,vdW-DF,0.5,1000,80.0,4.2745,nan
gHHe,vdW-DF,0.5,1000,80.0,4.3035,nan
gHHe,vdW-DF,0.5,1000,80.0,4.3325,nan
gHHe,vdW-DF,0.5,1000,80.0,4.3615,nan
gHHe,vdW-DF,0.5,1000,80.0,4.3905,nan
gHHe,vdW-DF,0.5,1000,80.0,4.4195,nan
gHHe,vdW-DF,0.5,1000,80.0,4.4485,nan
gHHe,vdW-DF,0.5,1000,80.0,4.4775,nan
gHHe,vdW-DF,0.5,1000,80.0,4.5065,nan
gHHe,vdW-DF,0.5,1000,80.0,4.5355,nan
gHHe,vdW-DF,0.5,1000,80.0,4.5645,nan
gHHe,vdW-DF,0.5,1000,80.0,4.5935,nan
gHHe,vdW-DF,0.5,1000,80.0,4.6225,nan
gHHe,vdW-DF,0.5,1000,80.0,4.6515,nan
gHHe,vdW-DF,0.5,1000,80.0,4.6805,nan
gHHe,vdW-DF,0.5,1000,80.0,4.7095,nan
gHHe,vdW-DF,0.5,1000,80.0,4.7385,nan
gHHe,vdW-DF,0.5,1000,80.0,4.7675,nan
gHHe,vdW-DF,0.5,1000,80.0,4.7965,nan
gHHe,vdW-DF,0.5,1000,80.0,4.8255,nan
gHHe,vdW-DF,0.5,1000,80.0,4.8545,nan
gHHe,vdW-DF,0.5,1000,80.0,4.8835,nan
gHHe,vdW-DF,0.5,1000,80.0,4.9125,nan
gHHe,vdW-DF,0.5,1000,80.0,4.9415,nan
gHHe,vdW-DF,0.5,1000,80.0,4.9705,nan
gHHe,vdW-DF,0.5,1000,80.0,4.9995,nan
gHHe,vdW-DF,0.5,1000,80.0,5.0285,nan
gHHe,vdW-DF,0.5,1000,80.0,5.0575,nan
gHHe,vdW-DF,0.5,1000,80.0,5.0865,nan
gHHe,vdW-DF,0.5,1000,80.0,5.1155,nan
