method,x_he,temperature_K,volume_A3,pressure_GPa_used,energy_eV_per_atom,rho_invA3_used,density_g_cm3
Delta(N2P2),0,8000,56.0,1172.4,0.723334,1.1428571428571428,1.9129410053842717
Delta(N2P2),0,8000,67.407,794.279,0.70449,0.9494562879226194,1.5892221327387246
Delta(N2P2),0,8000,77.1546,597.129,0.676935,0.8295033607847102,1.3884421188304936
Delta(N2P2),0,8000,94.0,392.583,0.574154,0.6808510638297872,1.139624428739566
Delta(N2P2),0,8000,126.0,210.03,0.361046,0.5079365079365079,0.8501960023930096
Delta(N2P2),0,8000,184.686,93.9559,0.224221,0.34653411736677386,0.5800369075161041
Delta(N2P2),0,8000,320.0,31.5784,0.122062,0.2,0.3347646759422475
Delta(N2P2),0,10000,60.0,1056.88,0.836857,1.0666666666666667,1.78541160502532
Delta(N2P2),0,10000,72.0,727.178,0.948627,0.8888888888888888,1.4878430041877668
Delta(N2P2),0,10000,88.0,480.693,0.686941,0.7272727272727273,1.2173260943354456
Delta(N2P2),0,10000,96.0,402.094,0.677827,0.6666666666666666,1.1158822531408252
Delta(N2P2),0,10000,118.0,261.026,0.519914,0.5423728813559322,0.9078364093349085
Delta(N2P2),0,10000,177.1,114.906,0.352843,0.36137775268210054,0.6048825313468053
Delta(N2P2),0,10000,265.6,51.6847,0.194384,0.24096385542168672,0.4033309348701777
Delta(N2P2),0,10000,320.0,36.6519,0.164519,0.2,0.3347646759422475
Delta(N2P2),0.125,1000,64.0,700.851,0.172787,0.9375,1.9846142304385461
Delta(N2P2),0.125,1000,80.0,415.638,0.141334,0.75,1.587691384350837
Delta(N2P2),0.125,1000,91.428571,306.463,0.133966,0.6562500030761719,1.3892299678189979
Delta(N2P2),0.125,1000,106.666666,218.706,0.169502,0.562500003515625,1.1907685457054311
Delta(N2P2),0.125,1000,160.0,88.3961,0.0720911,0.375,0.7938456921754184
Delta(N2P2),0.125,1000,320.0,15.6991,0.0463654,0.1875,0.3969228460877092
Delta(N2P2),0.125,2000,64.0,722.141,0.21678,0.9375,1.9846142304385461
Delta(N2P2),0.125,2000,80.0,429.776,0.155127,0.75,1.587691384350837
Delta(N2P2),0.125,2000,91.428571,316.345,0.100625,0.6562500030761719,1.3892299678189979
Delta(N2P2),0.125,2000,106.666666,223.697,0.0944752,0.562500003515625,1.1907685457054311
Delta(N2P2),0.125,2000,160.0,90.8916,0.150005,0.375,0.7938456921754184
Delta(N2P2),0.125,2000,320.0,19.9698,0.0580608,0.1875,0.3969228460877092
Delta(N2P2),0.125,3000,59.6759,870.941,0.303227,1.0054310031352691,2.1284188549827814
Delta(N2P2),0.125,3000,66.9574,672.599,0.283766,0.8960921421680053,1.89695703160617
Delta(N2P2),0.125,3000,77.9314,475.45,0.217656,0.7699078933523587,1.6298348386923238
Delta(N2P2),0.125,3000,97.8825,283.562,0.141859,0.6129798482874876,1.2976304318756362
Delta(N2P2),0.125,3000,163.461,88.995,0.135399,0.36706003266834286,0.7770374018760864
Delta(N2P2),0.125,3000,320.0,22.8209,0.109927,0.1875,0.3969228460877092
Delta(N2P2),0.125,4000,56.0,1027.46,0.292673,1.0714285714285714,2.2681305490726245
Delta(N2P2),0.125,4000,72.0,590.254,0.390754,0.8333333333333334,1.7641015381675966
Delta(N2P2),0.125,4000,88.0,375.746,0.204133,0.6818181818181818,1.4433558039553063
Delta(N2P2),0.125,4000,116.0,203.876,0.202801,0.5172413793103449,1.0949595754143704
Delta(N2P2),0.125,4000,164.256,92.6083,0.167274,0.3652834599649328,0.7732765363095836
Delta(N2P2),0.125,4000,284.468,30.5173,0.102145,0.2109200331847519,0.4465012259658976
Delta(N2P2),0.125,4000,320.0,23.8222,0.115644,0.1875,0.3969228460877092
Delta(N2P2),0.125,6000,60.0,928.627,0.539895,1.0,2.116921845801116
Delta(N2P2),0.125,6000,76.0,558.326,0.488266,0.7894736842105263,1.6712540887903549
Delta(N2P2),0.125,6000,88.0,405.925,0.386076,0.6818181818181818,1.4433558039553063
Delta(N2P2),0.125,6000,122.0,200.058,0.285496,0.4918032786885246,1.0411091044923522
Delta(N2P2),0.125,6000,173.807,92.5539,0.178942,0.3452104920975565,0.7307836321210709
Delta(N2P2),0.125,6000,275.954,36.3064,0.129003,0.21742754227153802,0.46027711411346434
Delta(N2P2),0.125,6000,320.0,27.2462,0.10662,0.1875,0.3969228460877092
Delta(N2P2),0.125,8000,56.0,1118.46,0.849808,1.0714285714285714,2.2681305490726245
Delta(N2P2),0.125,8000,66.3002,788.096,0.744265,0.9049746456270117,1.9157605972239442
Delta(N2P2),0.125,8000,76.0047,591.253,0.624447,0.7894248645149576,1.6711507413103002
Delta(N2P2),0.125,8000,92.0,394.005,0.554835,0.6521739130434783,1.3806012037833364
Delta(N2P2),0.125,8000,128.0,197.274,0.388518,0.46875,0.9923071152192731
Delta(N2P2),0.125,8000,176.412,100.859,0.239766,0.3401129174886062,0.719992465070783
Delta(N2P2),0.125,8000,320.0,31.6007,0.1399,0.1875,0.3969228460877092
Delta(N2P2),0.125,10000,60.0,1010.85,0.896143,1.0,2.116921845801116
Delta(N2P2),0.125,10000,72.0,696.968,0.723034,0.8333333333333334,1.7641015381675966
Delta(N2P2),0.125,10000,88.0,461.074,0.686113,0.6818181818181818,1.4433558039553063
Delta(N2P2),0.125,10000,96.0,385.961,0.6675,0.625,1.3230761536256976
Delta(N2P2),0.125,10000,132.0,201.041,0.451167,0.45454545454545453,0.962237202636871
Delta(N2P2),0.125,10000,320.0,36.2977,0.137658,0.1875,0.3969228460877092
Delta(N2P2),0.25,1000,64.0,674.312,0.213189,0.875,2.2954050811658546
Delta(N2P2),0.25,1000,80.0,401.119,0.19644,0.7,1.8363240649326837
Delta(N2P2),0.25,1000,91.428571,298.276,0.194655,0.6125000028710937,1.6067835643478963
Delta(N2P2),0.25,1000,106.666666,212.085,0.156884,0.52500000328125,1.3772430573072818
Delta(N2P2),0.25,1000,160.0,82.9165,0.114634,0.35,0.9181620324663419
Delta(N2P2),0.25,1000,320.0,14.1877,0.0478376,0.175,0.45908101623317094
Delta(N2P2),0.25,2000,64.0,694.827,0.249592,0.875,2.2954050811658546
Delta(N2P2),0.25,2000,80.0,415.4,0.159071,0.7,1.8363240649326837
Delta(N2P2),0.25,2000,91.428571,308.501,0.148259,0.6125000028710937,1.6067835643478963
Delta(N2P2),0.25,2000,106.666666,219.823,0.105436,0.52500000328125,1.3772430573072818
Delta(N2P2),0.25,2000,160.0,88.6187,0.150453,0.35,0.9181620324663419
Delta(N2P2),0.25,2000,320.0,18.8739,0.091881,0.175,0.45908101623317094
Delta(N2P2),0.25,3000,58.5947,871.026,0.226794,0.9557178379614538,2.5071538073343613
Delta(N2P2),0.25,3000,65.7728,674.054,0.227381,0.8514157828159968,2.2335361303550205
Delta(N2P2),0.25,3000,76.6271,476.739,0.241987,0.730811945121243,1.9171536596662893
Delta(N2P2),0.25,3000,96.5994,285.809,0.175842,0.5797137456340309,1.5207747169714791
Delta(N2P2),0.25,3000,162.908,88.0522,0.173274,0.34375230191273604,0.9017723205405181
Delta(N2P2),0.25,3000,320.0,21.5269,0.126286,0.175,0.45908101623317094
Delta(N2P2),0.25,4000,56.0,986.893,0.336298,1.0,2.6233200927609768
Delta(N2P2),0.25,4000,72.0,566.675,0.230275,0.7777777777777778,2.0403600721474264
Delta(N2P2),0.25,4000,88.0,363.959,0.290477,0.6363636363636364,1.669385513575167
Delta(N2P2),0.25,4000,116.0,198.173,0.201797,0.4827586206896552,1.2664303896087477
Delta(N2P2),0.25,4000,164.544,91.0192,0.163934,0.3403345001944768,0.8928063326199357
Delta(N2P2),0.25,4000,286.117,29.7019,0.114725,0.19572412684321447,0.5134470345859027
Delta(N2P2),0.25,4000,320.0,23.8877,0.130381,0.175,0.45908101623317094
Delta(N2P2),0.25,6000,60.0,891.349,0.538857,0.9333333333333333,2.4484320865769114
Delta(N2P2),0.25,6000,76.0,534.612,0.345124,0.7368421052631579,1.932972699929141
Delta(N2P2),0.25,6000,88.0,391.234,0.392761,0.6363636363636364,1.669385513575167
Delta(N2P2),0.25,6000,120.0,200.847,0.231605,0.4666666666666667,1.2242160432884557
Delta(N2P2),0.25,6000,172.51,92.451,0.176964,0.3246188626746276,0.8515791849435668
Delta(N2P2),0.25,6000,277.83,36.1911,0.11739,0.2015621063240111,0.5287619234590026
Delta(N2P2),0.25,6000,320.0,27.2516,0.110699,0.175,0.45908101623317094
Delta(N2P2),0.25,8000,50.8007,1306.18,0.727014,1.1023470149033379,2.891809073391011
Delta(N2P2),0.25,8000,64.9065,788.539,0.471854,0.8627795367182024,2.2633468942958674
Delta(N2P2),0.25,8000,74.4513,591.745,0.571276,0.7521695390140938,1.9731814648584338
Delta(N2P2),0.25,8000,90.0,397.534,0.45544,0.6222222222222222,1.632288057717941
Delta(N2P2),0.25,8000,126.0,197.323,0.317237,0.4444444444444444,1.165920041227101
Delta(N2P2),0.25,8000,190.867,84.6261,0.23613,0.29339802061121095,0.769676922645689
Delta(N2P2),0.25,8000,320.0,31.379,0.147663,0.175,0.45908101623317094
Delta(N2P2),0.25,10000,60.0,967.372,0.92678,0.9333333333333333,2.4484320865769114
Delta(N2P2),0.25,10000,72.0,666.707,0.626372,0.7777777777777778,2.0403600721474264
Delta(N2P2),0.25,10000,88.0,440.995,0.572411,0.6363636363636364,1.669385513575167
Delta(N2P2),0.25,10000,94.0,387.293,0.509755,0.5957446808510638,1.5628289914320714
Delta(N2P2),0.25,10000,130.0,200.003,0.405414,0.4307692307692308,1.130045578420113
Delta(N2P2),0.25,10000,320.0,35.9746,0.142043,0.175,0.45908101623317094
Delta(N2P2),0.375,1000,64.0,648.45,0.127081,0.8125,2.6061959318931636
Delta(N2P2),0.375,1000,80.0,385.778,0.21337,0.65,2.0849567455145306
Delta(N2P2),0.375,1000,91.428571,286.417,0.207793,0.5687500026660156,1.8243371608767947
Delta(N2P2),0.375,1000,106.666666,202.159,0.180683,0.48750000304687496,1.5637175689091327
Delta(N2P2),0.375,1000,160.0,77.6585,0.14382,0.325,1.0424783727572653
Delta(N2P2),0.375,1000,320.0,12.937,0.0689764,0.1625,0.5212391863786326
Delta(N2P2),0.375,2000,64.0,664.979,0.424,0.8125,2.6061959318931636
Delta(N2P2),0.375,2000,80.0,401.474,0.260185,0.65,2.0849567455145306
Delta(N2P2),0.375,2000,91.428571,299.3,0.188857,0.5687500026660156,1.8243371608767947
Delta(N2P2),0.375,2000,106.666666,211.714,0.194715,0.48750000304687496,1.5637175689091327
Delta(N2P2),0.375,2000,160.0,85.4863,0.166318,0.325,1.0424783727572653
Delta(N2P2),0.375,2000,320.0,17.3461,0.0646251,0.1625,0.5212391863786326
Delta(N2P2),0.375,3000,57.4695,871.29,0.257602,0.9048277782127911,2.902348891867207
Delta(N2P2),0.375,3000,64.5573,671.93,0.250881,0.805485979122423,2.5836975778287266
Delta(N2P2),0.375,3000,75.3106,476.744,0.208862,0.6904738509585636,2.214781712549926
Delta(N2P2),0.375,3000,95.182,286.131,0.1687,0.5463217835304994,1.7523958273745293
Delta(N2P2),0.375,3000,162.942,86.3056,0.198112,0.31913196106590075,1.0236558998978929
Delta(N2P2),0.375,3000,320.0,20.2336,0.102928,0.1625,0.5212391863786326
Delta(N2P2),0.375,4000,56.0,945.145,0.362507,0.9285714285714286,2.9785096364493295
Delta(N2P2),0.375,4000,72.0,543.588,0.213255,0.7222222222222222,2.3166186061272565
Delta(N2P2),0.375,4000,88.0,352.481,0.299387,0.5909090909090909,1.8954152231950279
Delta(N2P2),0.375,4000,114.0,198.256,0.175294,0.45614035087719296,1.4631275407119513
Delta(N2P2),0.375,4000,163.803,90.1136,0.165307,0.3174545032752758,1.018275243073463
Delta(N2P2),0.375,4000,273.978,31.5723,0.12026,0.189796261013658,0.6087953764213274
Delta(N2P2),0.375,4000,320.0,22.8476,0.122125,0.1625,0.5212391863786326
Delta(N2P2),0.375,6000,60.0,852.509,0.474305,0.8666666666666667,2.7799423273527073
Delta(N2P2),0.375,6000,76.0,514.788,0.392896,0.6842105263157895,2.194691311067927
Delta(N2P2),0.375,6000,88.0,377.184,0.241556,0.5909090909090909,1.8954152231950279
Delta(N2P2),0.375,6000,118.0,200.329,0.269958,0.4406779661016949,1.4135299969590038
Delta(N2P2),0.375,6000,169.736,93.1259,0.201827,0.30635810906348687,0.9826821631307588
Delta(N2P2),0.375,6000,274.259,35.9685,0.134575,0.18960179975862232,0.6081716174898998
Delta(N2P2),0.375,6000,320.0,26.6981,0.109926,0.1625,0.5212391863786326
Delta(N2P2),0.375,10000,60.0,924.192,0.807475,0.8666666666666667,2.7799423273527073
Delta(N2P2),0.375,10000,72.0,635.639,0.75095,0.7222222222222222,2.3166186061272565
Delta(N2P2),0.375,10000,88.0,424.711,0.574728,0.5909090909090909,1.8954152231950279
Delta(N2P2),0.375,10000,128.0,198.423,0.371552,0.40625,1.3030979659465818
Delta(N2P2),0.375,10000,320.0,35.3747,0.168729,0.1625,0.5212391863786326
Delta(N2P2),0.5,1000,64.0,611.704,0.117111,0.75,2.9169867826204716
Delta(N2P2),0.5,1000,80.0,366.413,0.178958,0.6,2.333589426096377
Delta(N2P2),0.5,1000,91.428571,272.178,0.242037,0.5250000024609375,2.041890757405693
Delta(N2P2),0.5,1000,106.666666,188.584,0.147403,0.45000000281249997,1.7501920805109834
Delta(N2P2),0.5,1000,160.0,72.1804,0.144899,0.3,1.1667947130481886
Delta(N2P2),0.5,1000,320.0,11.6664,0.0289384,0.15,0.5833973565240943
Delta(N2P2),0.5,2000,64.0,633.189,0.261431,0.75,2.9169867826204716
Delta(N2P2),0.5,2000,80.0,384.789,0.302356,0.6,2.333589426096377
Delta(N2P2),0.5,2000,91.428571,287.17,0.2269,0.5250000024609375,2.041890757405693
Delta(N2P2),0.5,2000,106.666666,201.178,0.199666,0.45000000281249997,1.7501920805109834
Delta(N2P2),0.5,2000,160.0,81.115,0.126789,0.3,1.1667947130481886
Delta(N2P2),0.5,2000,320.0,15.8004,0.074581,0.15,0.5833973565240943
Delta(N2P2),0.5,3000,56.2632,870.535,0.385103,0.8531331314251589,3.3181040909104027
Delta(N2P2),0.5,3000,63.2553,671.176,0.404576,0.7588296949030359,2.951328253722774
Delta(N2P2),0.5,3000,73.9436,476.633,0.306473,0.6491434011868504,2.5247236283831214
Delta(N2P2),0.5,3000,93.7614,283.796,0.253443,0.5119377483697982,1.9910875273589153
Delta(N2P2),0.5,3000,158.66,87.8331,0.216624,0.30253371990419764,1.1766491496767313
Delta(N2P2),0.5,3000,320.0,18.8327,0.110187,0.15,0.5833973565240943
Delta(N2P2),0.5,4000,56.0,903.423,0.364506,0.8571428571428571,3.333699180137682
Delta(N2P2),0.5,4000,72.0,522.059,0.309357,0.6666666666666666,2.5928771401070856
Delta(N2P2),0.5,4000,88.0,339.422,0.223814,0.5454545454545454,2.1214449328148883
Delta(N2P2),0.5,4000,112.0,197.742,0.169235,0.42857142857142855,1.666849590068841
Delta(N2P2),0.5,4000,161.58,89.4666,0.197822,0.29706646862235425,1.1553852833748617
Delta(N2P2),0.5,4000,250.874,36.2223,0.12249,0.19133110645184437,0.7441470781655739
Delta(N2P2),0.5,4000,320.0,21.6479,0.118799,0.15,0.5833973565240943
Delta(N2P2),0.5,6000,60.0,814.13,0.463758,0.8,3.111452568128503
Delta(N2P2),0.5,6000,76.0,493.462,0.324282,0.631578947368421,2.456409922206713
Delta(N2P2),0.5,6000,88.0,362.704,0.365131,0.5454545454545454,2.1214449328148883
Delta(N2P2),0.5,6000,116.0,198.846,0.218339,0.41379310344827586,1.6093720179975017
Delta(N2P2),0.5,6000,168.327,92.3136,0.193053,0.2851592436151063,1.109074326089755
Delta(N2P2),0.5,6000,268.442,36.6454,0.115634,0.1788095752527548,0.6954468901576883
Delta(N2P2),0.5,6000,320.0,25.791,0.125663,0.15,0.5833973565240943
Delta(N2P2),0.5,8000,62.0089,793.649,0.566439,0.7740824301027756,3.0106509563580417
Delta(N2P2),0.5,8000,71.0606,598.493,0.393338,0.6754798017466782,2.6271542048295426
Delta(N2P2),0.5,8000,86.0,402.976,0.449614,0.5581395348837209,2.170780861485002
Delta(N2P2),0.5,8000,120.0,201.389,0.333929,0.4,1.5557262840642514
Delta(N2P2),0.5,8000,167.204,103.589,0.213875,0.28707447190258606,1.116523253556794
Delta(N2P2),0.5,8000,320.0,29.935,0.130042,0.15,0.5833973565240943
Delta(N2P2),0.5,10000,60.0,880.197,0.61699,0.8,3.111452568128503
Delta(N2P2),0.5,10000,72.0,608.799,0.601772,0.6666666666666666,2.5928771401070856
Delta(N2P2),0.5,10000,88.0,406.427,0.583558,0.5454545454545454,2.1214449328148883
Delta(N2P2),0.5,10000,126.0,195.85,0.35743,0.38095238095238093,1.481644080061192
Delta(N2P2),0.625,1000,64.0,577.04,0.119628,0.6875,3.2277776333477806
Delta(N2P2),0.625,1000,80.0,346.903,0.166465,0.55,2.5822221066782243
Delta(N2P2),0.625,1000,91.428571,254.502,0.180942,0.48125000225585934,2.2594443539345916
Delta(N2P2),0.625,1000,106.666666,174.582,0.142534,0.41250000257812497,1.9366665921128343
Delta(N2P2),0.625,1000,160.0,66.7602,0.1124,0.275,1.2911110533391121
Delta(N2P2),0.625,1000,320.0,10.0633,0.0486354,0.1375,0.6455555266695561
Delta(N2P2),0.625,2000,64.0,600.771,0.315236,0.6875,3.2277776333477806
Delta(N2P2),0.625,2000,80.0,365.738,0.33511,0.55,2.5822221066782243
Delta(N2P2),0.625,2000,91.428571,271.145,0.27777,0.48125000225585934,2.2594443539345916
Delta(N2P2),0.625,2000,106.666666,187.856,0.319963,0.41250000257812497,1.9366665921128343
Delta(N2P2),0.625,2000,160.0,75.8644,0.146351,0.275,1.2911110533391121
Delta(N2P2),0.625,2000,320.0,14.2004,0.0815481,0.1375,0.6455555266695561
Delta(N2P2),0.625,3000,55.0083,869.511,0.35739,0.7998792909433667,3.7553927049964817
Delta(N2P2),0.625,3000,61.8964,672.139,0.485143,0.7108652522602283,3.3374763077377354
Delta(N2P2),0.625,3000,72.4766,476.122,0.396347,0.6070924960607975,2.8502684802302802
Delta(N2P2),0.625,3000,92.0038,279.86,0.241388,0.4782411161278121,2.2453177861594624
Delta(N2P2),0.625,3000,150.797,93.939,0.210297,0.2917829930303653,1.3699063544649956
Delta(N2P2),0.625,3000,320.0,17.2559,0.0851021,0.1375,0.6455555266695561
Delta(N2P2),0.625,4000,56.0,859.546,0.392645,0.7857142857142857,3.688888723826035
Delta(N2P2),0.625,4000,72.0,499.077,0.339918,0.6111111111111112,2.869135674086916
Delta(N2P2),0.625,4000,88.0,321.686,0.239402,0.5,2.3474746424347495
Delta(N2P2),0.625,4000,110.0,195.054,0.206313,0.4,1.8779797139477994
Delta(N2P2),0.625,4000,156.095,92.8498,0.261688,0.2818796245875909,1.3234105418767925
Delta(N2P2),0.625,4000,231.41,40.6227,0.123538,0.19013871483514108,0.8926916232412512
Delta(N2P2),0.625,4000,320.0,19.9592,0.103814,0.1375,0.6455555266695561
Delta(N2P2),0.625,6000,60.0,777.018,0.277982,0.7333333333333333,3.4429628089042987
Delta(N2P2),0.625,6000,76.0,471.467,0.397142,0.5789473684210527,2.7181285333454994
Delta(N2P2),0.625,6000,88.0,344.77,0.346261,0.5,2.3474746424347495
Delta(N2P2),0.625,6000,114.0,196.963,0.278339,0.38596491228070173,1.8120856888969994
Delta(N2P2),0.625,6000,164.569,92.4469,0.160118,0.2673650566023978,1.2552653812945207
Delta(N2P2),0.625,6000,254.311,38.6282,0.10368,0.17301650341510985,0.8123037089793911
Delta(N2P2),0.625,6000,320.0,24.3546,0.106796,0.1375,0.6455555266695561
Delta(N2P2),0.625,8000,52.0,1086.45,0.477306,0.8461538461538461,3.9726493948895762
Delta(N2P2),0.625,8000,60.6147,793.516,0.62304,0.7258965234505821,3.4080473636635658
Delta(N2P2),0.625,8000,69.4763,598.259,nan,0.6333094882715401,2.973355929061536
Delta(N2P2),0.625,8000,84.0,403.429,0.369418,0.5238095238095238,2.4592591492173566
Delta(N2P2),0.625,8000,118.0,198.491,0.332505,0.3728813559322034,1.7506590553750674
Delta(N2P2),0.625,8000,170.841,96.0509,0.253335,0.25754941729444336,1.209181452545103
Delta(N2P2),0.625,8000,320.0,28.8461,0.134072,0.1375,0.6455555266695561
Delta(N2P2),0.625,10000,56.0,963.836,0.586919,0.7857142857142857,3.688888723826035
Delta(N2P2),0.625,10000,72.0,584.335,1.01141,0.6111111111111112,2.869135674086916
Delta(N2P2),0.625,10000,88.0,385.986,0.350446,0.5,2.3474746424347495
Delta(N2P2),0.625,10000,122.0,199.821,0.379405,0.36065573770491804,1.6932603978217866
Delta(N2P2),0.625,10000,320.0,33.0383,0.158893,0.1375,0.6455555266695561
Delta(N2P2),0.75,1000,64.0,548.894,0.24505,0.625,3.5385684840750895
Delta(N2P2),0.75,1000,80.0,323.57,0.195463,0.5,2.8308547872600713
Delta(N2P2),0.75,1000,91.428571,235.456,0.224993,0.4375000020507812,2.4769979504634905
Delta(N2P2),0.75,1000,106.666666,161.229,0.141818,0.37500000234374997,2.1231411037146852
Delta(N2P2),0.75,1000,160.0,60.1263,0.149852,0.25,1.4154273936300357
Delta(N2P2),0.75,1000,320.0,8.38213,0.0385607,0.125,0.7077136968150178
Delta(N2P2),0.75,2000,64.0,569.728,0.333304,0.625,3.5385684840750895
Delta(N2P2),0.75,2000,80.0,343.614,0.297906,0.5,2.8308547872600713
Delta(N2P2),0.75,2000,91.428571,252.004,0.321216,0.4375000020507812,2.4769979504634905
Delta(N2P2),0.75,2000,106.666666,175.981,0.17124,0.37500000234374997,2.1231411037146852
Delta(N2P2),0.75,2000,160.0,69.6065,0.133376,0.25,1.4154273936300357
Delta(N2P2),0.75,2000,320.0,12.8531,0.0628559,0.125,0.7077136968150178
Delta(N2P2),0.75,3000,53.7618,869.033,0.468097,0.7440227075730351,4.212440487126654
Delta(N2P2),0.75,3000,60.4571,672.273,0.530628,0.6616261779013549,3.745935266177268
Delta(N2P2),0.75,3000,70.6611,474.564,0.354003,0.5660823281833993,3.204993737442606
Delta(N2P2),0.75,3000,89.2894,280.861,0.265912,0.4479815073233777,2.536341189220733
Delta(N2P2),0.75,3000,145.348,94.9325,0.212704,0.2752015851611305,1.5581114496298931
Delta(N2P2),0.75,3000,320.0,15.4556,0.089512,0.125,0.7077136968150178
Delta(N2P2),0.75,4000,56.0,817.881,0.425232,0.7142857142857143,4.044078267514388
Delta(N2P2),0.75,4000,72.0,472.524,0.374806,0.5555555555555556,3.145394208066746
Delta(N2P2),0.75,4000,88.0,303.609,0.228874,0.45454545454545453,2.5735043520546106
Delta(N2P2),0.75,4000,106.0,200.44,0.162536,0.37735849056603776,2.136494179064205
Delta(N2P2),0.75,4000,148.868,96.6427,0.243325,0.2686944138431362,1.5212697354757618
Delta(N2P2),0.75,4000,227.206,38.5966,0.149423,0.17605168877582458,0.9967535319525265
Delta(N2P2),0.75,4000,320.0,18.5484,0.0842052,0.125,0.7077136968150178
Delta(N2P2),0.75,6000,60.0,741.443,0.324397,0.6666666666666666,3.774473049680095
Delta(N2P2),0.75,6000,76.0,445.929,0.360054,0.5263157894736842,2.9798471444842862
Delta(N2P2),0.75,6000,88.0,325.916,0.304406,0.45454545454545453,2.5735043520546106
Delta(N2P2),0.75,6000,112.0,193.971,0.286455,0.35714285714285715,2.022039133757194
Delta(N2P2),0.75,6000,159.193,94.4721,0.247206,0.2512673295936379,1.422602645724408
Delta(N2P2),0.75,6000,245.578,39.1836,0.15786,0.16288103983255828,0.9221851427277921
Delta(N2P2),0.75,6000,320.0,22.8845,0.122113,0.125,0.7077136968150178
Delta(N2P2),0.75,8000,59.1799,795.73,0.502604,0.6759051637464747,3.826778737051021
Delta(N2P2),0.75,8000,67.8049,598.741,0.497237,0.5899278665701151,3.3400002504362623
Delta(N2P2),0.75,8000,82.0,401.092,0.381862,0.4878048780487805,2.7618095485464114
Delta(N2P2),0.75,8000,116.0,195.529,0.266402,0.3448275862068966,1.9523136463862565
Delta(N2P2),0.75,8000,166.276,96.284,0.230792,0.24056388173879573,1.3620028325242712
Delta(N2P2),0.75,8000,320.0,27.7512,0.161052,0.125,0.7077136968150178
Delta(N2P2),0.75,10000,60.0,801.816,0.710645,0.6666666666666666,3.774473049680095
Delta(N2P2),0.75,10000,72.0,551.549,0.477205,0.5555555555555556,3.145394208066746
Delta(N2P2),0.75,10000,88.0,366.0,0.500476,0.45454545454545453,2.5735043520546106
Delta(N2P2),0.75,10000,120.0,197.114,0.29679,0.3333333333333333,1.8872365248400476
Delta(N2P2),0.75,10000,320.0,31.5178,0.155729,0.125,0.7077136968150178
Delta(N2P2),0.875,1000,64.0,507.834,0.141256,0.5625,3.8493593348023976
Delta(N2P2),0.875,1000,80.0,298.241,0.164768,0.45,3.079487467841918
Delta(N2P2),0.875,1000,91.428571,216.883,0.160422,0.39375000184570313,2.694551546992389
Delta(N2P2),0.875,1000,106.666666,148.03,0.129442,0.337500002109375,2.309615615316536
Delta(N2P2),0.875,1000,160.0,53.4279,0.129027,0.225,1.539743733920959
Delta(N2P2),0.875,1000,320.0,7.54215,0.0856487,0.1125,0.7698718669604795
Delta(N2P2),0.875,2000,64.0,523.893,0.108318,0.5625,3.8493593348023976
Delta(N2P2),0.875,2000,80.0,318.912,0.220626,0.45,3.079487467841918
Delta(N2P2),0.875,2000,91.428571,235.23,0.283784,0.39375000184570313,2.694551546992389
Delta(N2P2),0.875,2000,106.666666,162.659,0.25167,0.337500002109375,2.309615615316536
Delta(N2P2),0.875,2000,160.0,62.3756,0.149631,0.225,1.539743733920959
Delta(N2P2),0.875,2000,320.0,11.2833,0.0999988,0.1125,0.7698718669604795
Delta(N2P2),0.875,3000,52.2499,866.265,1.09364,0.6889965339646583,4.71501375940152
Delta(N2P2),0.875,3000,58.6506,674.489,0.422564,0.6138044623584413,4.20045144341837
Delta(N2P2),0.875,3000,68.3849,476.338,0.431935,0.5264320047261896,3.6025350249448844
Delta(N2P2),0.875,3000,86.1165,285.003,0.294497,0.418038355019073,2.860764167463302
Delta(N2P2),0.875,3000,139.304,94.2882,0.154964,0.25842761155458566,1.7684990913925906
Delta(N2P2),0.875,3000,320.0,14.41,0.0719899,0.1125,0.7698718669604795
Delta(N2P2),0.875,4000,56.0,773.462,0.523633,0.6428571428571429,4.399267811202741
Delta(N2P2),0.875,4000,72.0,441.654,0.448373,0.5,3.4216527420465757
Delta(N2P2),0.875,4000,88.0,284.101,0.23609,0.4090909090909091,2.799534061674471
Delta(N2P2),0.875,4000,102.0,204.27,0.278599,0.35294117647058826,2.4152842885034653
Delta(N2P2),0.875,4000,142.561,96.3466,0.203292,0.2525234811764788,1.7280953235972913
Delta(N2P2),0.875,4000,229.798,34.212,0.106859,0.15665932688709214,1.0720676308207795
Delta(N2P2),0.875,4000,320.0,17.0572,0.086193,0.1125,0.7698718669604795
Delta(N2P2),0.875,6000,60.0,699.039,0.374411,0.6,4.105983290455891
Delta(N2P2),0.875,6000,76.0,417.747,0.377181,0.47368421052631576,3.2415657556230717
Delta(N2P2),0.875,6000,88.0,305.913,0.320555,0.4090909090909091,2.799534061674471
Delta(N2P2),0.875,6000,108.0,198.302,0.391145,0.3333333333333333,2.2811018280310504
Delta(N2P2),0.875,6000,153.293,94.5943,0.237517,0.23484438297900098,1.60711185394867
Delta(N2P2),0.875,6000,233.927,39.6351,0.137255,0.15389416356384686,1.0531447734864015
Delta(N2P2),0.875,6000,320.0,21.4636,0.114194,0.1125,0.7698718669604795
Delta(N2P2),0.875,8000,52.0,985.168,0.608967,0.6923076923076923,4.737673027449105
Delta(N2P2),0.875,8000,63.0735,654.781,0.453494,0.5707626816333325,3.9059033893370976
