method,x_he,temperature_K,volume_A3,pressure_GPa_used,energy_eV_per_atom,rho_invA3_used,density_g_cm3
vdW-DF,0.375,4000,11.999988,22080.4,26.2174,4.333337666671,13.899725536489075
vdW-DF,0.375,6000,320.0002,29.2748,-1.48355,0.16249989843756346,0.5212388606043448
vdW-DF,0.375,6000,274.25892,39.3801,-1.34338,0.18960185506454996,0.6081717948906181
vdW-DF,0.375,6000,169.73579999999998,100.754,-0.801663,0.30635847004580063,0.9826833210269281
vdW-DF,0.375,6000,118.99992,209.34499999999997,-0.143814,0.4369750836807285,1.401652535910633
vdW-DF,0.375,6000,117.99995999999999,213.01999999999998,-0.126672,0.440678115484107,1.4135304761218772
vdW-DF,0.375,6000,88.00012,394.73600000000005,0.695511,0.5909082851250658,1.89541263854143
vdW-DF,0.375,6000,86.0002,414.675,0.769192,0.6046497566284729,1.939490136548083
vdW-DF,0.375,6000,85.00023999999999,424.94199999999995,0.818976,0.61176297855159,1.9623066904418445
vdW-DF,0.375,6000,83.99976000000001,435.22999999999996,0.851592,0.6190493877601554,1.9856787643341176
vdW-DF,0.375,6000,80.99988,469.876,0.991339,0.6419762597179156,2.0592195894754712
vdW-DF,0.375,6000,79.99992,482.601,1.03508,0.65000065000065,2.084958830473361
vdW-DF,0.375,6000,76.00008,536.826,1.235,0.684209806094941,2.194689000868979
vdW-DF,0.375,6000,72.00023999999999,601.572,1.46573,0.7222198148228396,2.3166108840909763
vdW-DF,0.375,6000,67.99988,678.717,1.72844,0.7647072318362914,2.4528946174781847
vdW-DF,0.375,6000,64.00004,770.048,2.02302,0.8124994921878174,2.606194303021724
vdW-DF,0.375,6000,60.0002,880.472,2.36179,0.8666637777874073,2.779933060909171
vdW-DF,0.375,6000,55.999840000000006,1016.76,2.76251,0.9285740816402331,2.9785181465011763
vdW-DF,0.375,6000,54.999880000000005,1056.76,2.88731,0.9454566082689634,3.032670973848715
vdW-DF,0.375,6000,52.0,1185.37,3.22712,1.0,3.2076257623300473
vdW-DF,0.375,6000,48.2079,1385.14,3.73956,1.0786613812258987,3.459942035250705
vdW-DF,0.375,6000,48.000004000000004,1397.27,3.77037,1.0833332430555629,3.4749276196135828
vdW-DF,0.375,6000,44.979896000000004,1596.82,4.25859,1.1560720371607796,3.708246449506296
vdW-DF,0.375,6000,44.000008,1670.2000000000003,4.4295,1.1818179669421878,3.790829757148282
vdW-DF,0.375,6000,41.640716,1869.86,4.88441,1.2487777587686053,4.005611710450955
vdW-DF,0.375,6000,40.000012,2029.57,5.23123,1.299999610000117,4.16991224005539
vdW-DF,0.375,6000,38.196287999999996,2228.66,5.65421,1.3613888344333356,4.366825897876843
vdW-DF,0.375,6000,36.999976000000004,2377.93,5.96023,1.4054063170203137,4.5080175090157475
vdW-DF,0.375,6000,36.000016,2514.0899999999997,6.22591,1.444443802469421,4.633235153038888
vdW-DF,0.375,6000,33.999992,2821.16,6.81148,1.5294121245675587,4.905781731982833
vdW-DF,0.375,6000,32.00002,3187.56,7.4836,1.6249989843756347,5.212388606043448
vdW-DF,0.375,6000,29.999996,3629.07,8.23931,1.7333335644444754,5.559885396023468
vdW-DF,0.375,6000,28.000024,4167.929999999999,9.11455,1.8571412653074868,5.957014166886516
vdW-DF,0.375,6000,23.999976,5665.29,11.305,2.1666688333355,6.949862768244538
vdW-DF,0.375,6000,22.000004,6733.759999999999,12.7068,2.3636359338843755,7.581659514296564
vdW-DF,0.375,6000,19.99998,8131.969999999999,14.3944,2.6000026000026,8.339835321893444
vdW-DF,0.375,6000,18.000008,10014.3,16.4602,2.888887604938842,9.266470306077776
vdW-DF,0.375,8000,320.0002,33.0079,-0.968634,0.16249989843756346,0.5212388606043448
vdW-DF,0.375,8000,180.88616,97.7825,-0.464022,0.287473624294971,0.9221078032789377
vdW-DF,0.375,8000,124.00023999999999,208.054,0.168091,0.41935402705672187,1.3451307807239927
vdW-DF,0.375,8000,122.99976000000001,211.49,0.186862,0.422765052549696,1.356072073971221
vdW-DF,0.375,8000,121.99980000000001,215.05100000000002,0.205794,0.42623020693476543,1.3671869924472209
vdW-DF,0.375,8000,89.00008,409.537,1.0602,0.5842691377356065,1.8741167383350945
vdW-DF,0.375,8000,88.00012,419.47599999999994,1.10096,0.5909082851250658,1.89541263854143
vdW-DF,0.375,8000,72.76100000000001,619.1379999999999,1.83304,0.7146685724495264,2.292389324516739
vdW-DF,0.375,8000,63.46236,819.368,2.48491,0.8193833321042584,2.628275085281456
vdW-DF,0.375,8000,57.01644,1019.0899999999999,3.07345,0.9120176566618329,2.925411331208375
vdW-DF,0.375,8000,56.9998,1020.11,3.07915,0.912283902750536,2.9262653490216186
vdW-DF,0.375,8000,55.999840000000006,1057.62,3.18367,0.9285740816402331,2.9785181465011763
vdW-DF,0.375,8000,54.999880000000005,1096.9099999999999,3.28861,0.9454566082689634,3.032670973848715
vdW-DF,0.375,8000,53.999919999999996,1138.6100000000001,3.40433,0.9629643895768735,3.0888293842132075
vdW-DF,0.375,8000,52.99996,1182.81,3.52556,0.981132815949295,3.1471068967063833
vdW-DF,0.375,8000,52.0,1229.29,3.64916,1.0,3.2076257623300473
vdW-DF,0.375,8000,48.27238,1429.0,4.16217,1.0772205555226406,3.4553204056059066
vdW-DF,0.375,8000,45.244888,1629.76,4.64488,1.149301109995012,3.6865278490945195
vdW-DF,0.375,8000,42.721276,1828.94,5.10094,1.217192108213247,3.904296764009634
vdW-DF,0.375,8000,40.574923999999996,2029.1899999999998,5.54336,1.2815797264339917,4.110828146989566
vdW-DF,0.375,8000,38.719824,2229.08,5.96596,1.342981311072075,4.307781451722571
vdW-DF,0.375,8000,37.999988,2314.91,6.13761,1.3684214847646794,4.38938400825712
vdW-DF,0.375,8000,36.999976000000004,2441.92,6.40115,1.4054063170203137,4.5080175090157475
vdW-DF,0.375,10000,320.0002,38.0433,-0.532446,0.16249989843756346,0.5212388606043448
vdW-DF,0.375,10000,129.00004,207.54999999999998,0.469083,0.4031006502013487,1.292996030397839
vdW-DF,0.375,10000,128.00008,210.293,0.48114,0.4062497460939087,1.303097151510862
vdW-DF,0.375,10000,91.99996,405.497,1.33253,0.5652176370511466,1.8130066539285719
vdW-DF,0.375,10000,91.0,414.63,1.377,0.5714285714285714,1.8329290070457414
vdW-DF,0.375,10000,88.00012,443.31899999999996,1.48285,0.5909082851250658,1.89541263854143
vdW-DF,0.375,10000,83.99976000000001,486.75,1.6506,0.6190493877601554,1.9856787643341176
vdW-DF,0.375,10000,82.9998,498.514,1.69791,0.6265075337530934,2.009601705560284
vdW-DF,0.375,10000,81.99984,510.31899999999996,1.73684,0.634147578824544,2.0341081109568315
vdW-DF,0.375,10000,79.99992,536.9060000000001,1.83323,0.65000065000065,2.084958830473361
vdW-DF,0.375,10000,76.00008,594.969,2.04382,0.684209806094941,2.194689000868979
vdW-DF,0.375,10000,72.00023999999999,662.95,2.28007,0.7222198148228396,2.3166108840909763
vdW-DF,0.375,10000,67.99988,744.292,2.54329,0.7647072318362914,2.4528946174781847
vdW-DF,0.375,10000,64.00004,839.1610000000001,2.82962,0.8124994921878174,2.606194303021724
vdW-DF,0.375,10000,60.0002,955.706,3.18382,0.8666637777874073,2.779933060909171
vdW-DF,0.375,10000,57.99976,1022.1,3.3751,0.8965554340224856,2.8758143075275218
vdW-DF,0.375,10000,56.9998,1058.78,3.47719,0.912283902750536,2.9262653490216186
vdW-DF,0.375,10000,55.999840000000006,1097.33,3.58479,0.9285740816402331,2.9785181465011763
vdW-DF,0.375,10000,54.999880000000005,1136.0900000000001,3.68884,0.9454566082689634,3.032670973848715
vdW-DF,0.375,10000,53.999919999999996,1179.77,3.80993,0.9629643895768735,3.0888293842132075
vdW-DF,0.375,10000,52.0,1272.4,4.05656,1.0,3.2076257623300473
vdW-DF,0.375,10000,48.000004000000004,1492.66,4.60758,1.0833332430555629,3.4749276196135828
vdW-DF,0.375,10000,44.000008,1774.8100000000002,5.27358,1.1818179669421878,3.790829757148282
vdW-DF,0.375,10000,40.000012,2146.01,6.08735,1.299999610000117,4.16991224005539
vdW-DF,0.375,10000,37.999988,2375.58,6.5607,1.3684214847646794,4.38938400825712
vdW-DF,0.375,10000,36.999976000000004,2504.1899999999996,6.8141,1.4054063170203137,4.5080175090157475
vdW-DF,0.375,10000,36.000016,2643.3700000000003,7.09311,1.444443802469421,4.633235153038888
vdW-DF,0.375,10000,32.00002,3335.5899999999997,8.35324,1.6249989843756347,5.212388606043448
vdW-DF,0.375,10000,28.000024,4336.13,9.99375,1.8571412653074868,5.957014166886516
vdW-DF,0.375,10000,26.0,5017.04,11.0118,2.0,6.4152515246600945
vdW-DF,0.375,10000,24.999988000000002,5417.34,11.5822,2.0800009984004793,6.671864788141596
vdW-DF,0.375,10000,23.999976,5868.6,12.2005,2.1666688333355,6.949862768244538
vdW-DF,0.375,10000,22.000004,6958.660000000001,13.6143,2.3636359338843755,7.581659514296564
vdW-DF,0.375,10000,19.99998,8387.0,15.3176,2.6000026000026,8.339835321893444
vdW-DF,0.375,10000,18.000008,10306.6,17.392,2.888887604938842,9.266470306077776
vdW-DF,0.375,10000,15.999984000000001,12976.1,19.9882,3.2500032500032496,10.424794152366804
vdW-DF,0.5,1000,320.00016,13.602400000000001,-2.21156,0.1499999250000375,0.5833970648255619
vdW-DF,0.5,1000,159.99984,78.01050000000001,-1.62857,0.3000003000003,1.1667958798440683
vdW-DF,0.5,1000,107.30591999999999,201.026,-0.836646,0.44731921593887836,1.7397656540078141
vdW-DF,0.5,1000,106.66656,204.494,-0.818191,0.45000045000044997,1.7501938197661027
vdW-DF,0.5,1000,91.42848000000001,290.029,-0.364944,0.525000525000525,2.0418927897271195
vdW-DF,0.5,1000,80.00016000000001,385.459,0.089467,0.5999988000023999,2.3335847589268592
vdW-DF,0.5,1000,79.04256,399.23199999999997,0.143446,0.6072677808006219,2.36185612014224
vdW-DF,0.5,1000,63.99983999999999,637.536,1.08319,0.7500018750046876,2.91699407510566
vdW-DF,0.5,1000,51.97727999999999,1010.71,2.31484,0.9234804129804408,3.591706878230454
vdW-DF,0.5,1000,34.270176,2472.62,5.91869,1.400634767676711,5.447510806122215
vdW-DF,0.5,2000,320.00016,16.2581,-1.99465,0.1499999250000375,0.5833970648255619
vdW-DF,0.5,2000,202.80048,51.3666,-1.67804,0.2366858303293957,0.9205459182725316
vdW-DF,0.5,2000,159.99984,87.2573,-1.38868,0.3000003000003,1.1667958798440683
vdW-DF,0.5,2000,150.81168000000002,100.411,-1.29265,0.3182777355175673,1.237882596942824
vdW-DF,0.5,2000,126.15888,149.74099999999999,-0.956905,0.38047262309240537,1.479778150279316
vdW-DF,0.5,2000,106.66656,217.75699999999998,-0.555414,0.45000045000044997,1.7501938197661027
vdW-DF,0.5,2000,91.42848000000001,304.896,-0.0996781,0.525000525000525,2.0418927897271195
vdW-DF,0.5,2000,80.00016000000001,406.707,0.379007,0.5999988000023999,2.3335847589268592
vdW-DF,0.5,2000,63.99983999999999,660.102,1.38579,0.7500018750046876,2.91699407510566
vdW-DF,0.5,3000,320.00016,20.9449,-1.82821,0.1499999250000375,0.5833970648255619
vdW-DF,0.5,3000,158.66016,96.5487,-1.14611,0.3025334148156664,1.1766479630911135
vdW-DF,0.5,3000,93.76128,301.32500000000005,0.101982,0.5119384035712823,1.9910900756443404
vdW-DF,0.5,3000,73.94351999999999,499.092,0.996196,0.6491441034995359,2.524726359898882
vdW-DF,0.5,3000,63.255359999999996,697.985,1.7383,0.7588289751255862,2.9513254542810317
vdW-DF,0.5,3000,56.2632,896.9010000000001,2.39113,0.8531331314251589,3.3181040909104027
vdW-DF,0.5,3000,42.666672000000005,1613.4499999999998,4.37249,1.1249998593750175,4.375479626995753
vdW-DF,0.5,4000,320.00016,24.3522,-1.64187,0.1499999250000375,0.5833970648255619
vdW-DF,0.5,4000,250.87392,39.0721,-1.47521,0.19133116746451764,0.7441473154631225
vdW-DF,0.5,4000,161.57999999999998,99.1043,-0.951814,0.2970664686223543,1.1553852833748621
vdW-DF,0.5,4000,111.99984,213.197,-0.150383,0.4285720408172011,1.6668519712859426
vdW-DF,0.5,4000,111.0,217.06400000000002,-0.124884,0.43243243243243246,1.681866253042434
vdW-DF,0.5,4000,87.99983999999999,356.161,0.586019,0.5454555371918859,2.1214487899945067
vdW-DF,0.5,4000,84.0,392.081,0.756481,0.5714285714285714,2.222466120091788
vdW-DF,0.5,4000,81.99983999999999,413.11600000000004,0.854007,0.5853669958380407,2.276677053122423
vdW-DF,0.5,4000,81.0,424.51800000000003,0.902783,0.5925925925925926,2.3047796800951876
vdW-DF,0.5,4000,80.00016000000001,434.974,0.94366,0.5999988000023999,2.3335847589268592
vdW-DF,0.5,4000,75.99983999999999,486.17299999999994,1.15752,0.6315802770111095,2.45641509360691
vdW-DF,0.5,4000,72.0,545.484,1.38525,0.6666666666666666,2.5928771401070856
vdW-DF,0.5,4000,68.00016000000001,616.0300000000001,1.65352,0.7058806920454304,2.745392865071349
vdW-DF,0.5,4000,63.99983999999999,700.997,1.95513,0.7500018750046876,2.91699407510566
vdW-DF,0.5,4000,60.0,804.128,2.30108,0.8,3.111452568128503
vdW-DF,0.5,4000,56.00016000000001,930.6089999999999,2.7123,0.8571404081702623,3.3336896553100943
vdW-DF,0.5,4000,54.0,1005.4399999999999,2.9401,0.8888888888888888,3.4571695201427812
vdW-DF,0.5,4000,53.00016000000001,1045.81,3.05668,0.9056576432976805,3.5223885001047193
vdW-DF,0.5,4000,51.99983999999999,1088.3100000000002,3.18767,0.9230797633223489,3.5901486252209662
vdW-DF,0.5,4000,48.0,1287.84,3.74735,1.0,3.889315710160629
vdW-DF,0.5,4000,44.801088,1488.23,4.27311,1.0714025516523171,4.167022776047541
vdW-DF,0.5,4000,44.000016,1545.0,4.42698,1.0909086942150201,4.242888322761296
vdW-DF,0.5,4000,41.501904,1744.3100000000002,4.91401,1.1565734429919166,4.498279261783029
vdW-DF,0.5,4000,39.999984,1882.51,5.24256,1.200000480000192,4.667180719065042
vdW-DF,0.5,4000,38.109216,2082.54,5.70094,1.2595378503719414,4.898740348993539
vdW-DF,0.5,4000,36.453504,2282.24,6.14768,1.3167458469835984,5.121240308962073
vdW-DF,0.5,4000,36.0,2341.7799999999997,6.26504,1.3333333333333333,5.185754280214171
vdW-DF,0.5,4000,35.000016,2484.1,6.58526,1.3714279444900825,5.333916249858577
vdW-DF,0.5,4000,33.999984,2633.1800000000003,6.86367,1.4117653702425272,5.490801233544998
vdW-DF,0.5,4000,32.000016,2981.6099999999997,7.56208,1.499999250000375,5.833970648255618
vdW-DF,0.5,4000,30.0,3401.31,8.34497,1.6,6.222905136257006
vdW-DF,0.5,4000,27.999983999999998,3914.86,9.25038,1.714286693878111,6.667402170219462
vdW-DF,0.5,4000,24.0,5343.01,11.5209,2.0,7.778631420321258
vdW-DF,0.5,4000,21.999983999999998,6361.92,12.9867,2.1818197685961955,8.485785902740211
vdW-DF,0.5,4000,20.000016000000002,7697.31,14.7415,2.3999980800015357,9.334350236905319
vdW-DF,0.5,4000,18.0,9495.9,16.882,2.6666666666666665,10.371508560428342
vdW-DF,0.5,4000,15.999984,11998.099999999999,19.5788,3.0000030000030002,11.667958798440685
vdW-DF,0.5,4000,14.000016,15639.3,23.0454,3.4285675102085595,13.334781480800464
vdW-DF,0.5,4000,12.0,21261.0,27.6604,4.0,15.557262840642515
vdW-DF,0.5,6000,320.00016,28.3104,-1.22321,0.1499999250000375,0.5833970648255619
vdW-DF,0.5,6000,268.44192,39.0062,-1.0471,0.17880962854087767,0.6954470974120219
vdW-DF,0.5,6000,168.32688000000002,99.5354,-0.524885,0.28515944690473677,1.1090751167473085
vdW-DF,0.5,6000,117.0,209.01800000000003,0.221931,0.41025641025641024,1.5956167016043603
vdW-DF,0.5,6000,116.00016,212.61199999999997,0.243439,0.4137925326999549,1.6093697981770902
vdW-DF,0.5,6000,87.99983999999999,378.58,1.06234,0.5454555371918859,2.1214487899945067
vdW-DF,0.5,6000,84.99983999999999,407.54,1.19884,0.5647069453307206,2.1963235941115915
vdW-DF,0.5,6000,84.0,417.52599999999995,1.23249,0.5714285714285714,2.222466120091788
vdW-DF,0.5,6000,80.00016000000001,462.194,1.417,0.5999988000023999,2.3335847589268592
vdW-DF,0.5,6000,78.99983999999999,474.47400000000005,1.46892,0.6075961672833768,2.363133318848623
vdW-DF,0.5,6000,75.99983999999999,514.352,1.62805,0.6315802770111095,2.45641509360691
vdW-DF,0.5,6000,72.0,576.5609999999999,1.87242,0.6666666666666666,2.5928771401070856
vdW-DF,0.5,6000,68.00016000000001,649.866,2.1387,0.7058806920454304,2.745392865071349
vdW-DF,0.5,6000,63.99983999999999,737.039,2.4444,0.7500018750046876,2.91699407510566
vdW-DF,0.5,6000,60.0,843.0640000000001,2.81216,0.8,3.111452568128503
vdW-DF,0.5,6000,56.00016000000001,972.716,3.21664,0.8571404081702623,3.3336896553100943
vdW-DF,0.5,6000,54.99983999999999,1011.72,3.3464,0.8727298115776339,3.3943217668944166
vdW-DF,0.5,6000,54.0,1051.02,3.46866,0.8888888888888888,3.4571695201427812
vdW-DF,0.5,6000,51.99983999999999,1133.98,3.69312,0.9230797633223489,3.5901486252209662
vdW-DF,0.5,6000,48.07584,1334.19,4.26238,0.9984224924619102,3.8831802853098396
vdW-DF,0.5,6000,48.0,1338.17,4.26093,1.0,3.889315710160629
vdW-DF,0.5,6000,44.857200000000006,1537.96,4.79399,1.0700623311307882,4.16181023531808
vdW-DF,0.5,6000,44.000016,1600.0800000000002,4.95102,1.0909086942150201,4.242888322761296
vdW-DF,0.5,6000,41.54208,1800.2099999999998,5.4373,1.1554549025951517,4.4939289050454425
vdW-DF,0.5,6000,39.999984,1943.72,5.76946,1.200000480000192,4.667180719065042
vdW-DF,0.5,6000,39.852912,1956.1699999999998,5.81848,1.2044289260468595,4.684404343845944
vdW-DF,0.5,6000,38.023824,2156.65,6.26192,1.262366457408387,4.9097416947782575
vdW-DF,0.5,6000,36.400608,2356.36,6.69916,1.3186592927239018,5.128682303540375
vdW-DF,0.5,6000,36.0,2410.2799999999997,6.80579,1.3333333333333333,5.185754280214171
vdW-DF,0.5,6000,35.000016,2551.4700000000003,7.09995,1.3714279444900825,5.333916249858577
vdW-DF,0.5,6000,33.999984,2706.83,7.41965,1.4117653702425272,5.490801233544998
vdW-DF,0.5,6000,32.000016,3058.85,8.11661,1.499999250000375,5.833970648255618
vdW-DF,0.5,6000,27.999983999999998,4002.5599999999995,9.81216,1.714286693878111,6.667402170219462
vdW-DF,0.5,6000,24.0,5447.47,12.107,2.0,7.778631420321258
vdW-DF,0.5,6000,21.999983999999998,6477.849999999999,13.5626,2.1818197685961955,8.485785902740211
vdW-DF,0.5,6000,20.000016000000002,7826.47,15.3267,2.3999980800015357,9.334350236905319
vdW-DF,0.5,6000,18.0,9641.970000000001,17.4766,2.6666666666666665,10.371508560428342
vdW-DF,0.5,8000,320.00016,32.157000000000004,-0.686575,0.1499999250000375,0.5833970648255619
vdW-DF,0.5,8000,167.20416,109.99799999999999,-0.0432955,0.28707419719700755,1.1165221851400717
vdW-DF,0.5,8000,120.99984,210.02900000000002,0.57621,0.3966947394310604,1.5428710822073002
vdW-DF,0.5,8000,120.0,213.84400000000002,0.602986,0.4,1.5557262840642514
vdW-DF,0.5,8000,87.0,410.81399999999996,1.52943,0.5517241379310345,2.145829357330002
vdW-DF,0.5,8000,86.00016000000001,421.08,1.58625,0.5581384964865181,2.170776822830448
vdW-DF,0.5,8000,71.06063999999999,622.384,2.36767,0.6754794215194235,2.6271527260057073
vdW-DF,0.5,8000,62.008799999999994,821.7980000000001,3.06787,0.7740836784456401,3.0106558115575566
vdW-DF,0.5,8000,56.00016000000001,1011.4499999999999,3.65962,0.8571404081702623,3.3336896553100943
vdW-DF,0.5,8000,54.99983999999999,1050.03,3.77863,0.8727298115776339,3.3943217668944166
vdW-DF,0.5,8000,54.0,1089.4,3.89668,0.8888888888888888,3.4571695201427812
vdW-DF,0.5,8000,53.00016000000001,1132.0600000000002,4.02503,0.9056576432976805,3.5223885001047193
vdW-DF,0.5,8000,51.99983999999999,1176.09,4.15229,0.9230797633223489,3.5901486252209662
vdW-DF,0.5,8000,48.14496,1375.87,4.70217,0.9969890929393233,3.8776053420277052
vdW-DF,0.5,8000,45.023376,1576.06,5.23133,1.0661128565747713,4.146449481880483
vdW-DF,0.5,8000,42.434208,1775.8700000000001,5.72735,1.1311628580413238,4.399449474530318
vdW-DF,0.5,8000,40.242192,1976.84,6.19621,1.1927779679595982,4.639090089518736
vdW-DF,0.5,8000,38.357088,2177.16,6.65256,1.2513984377541905,4.86708360362784
vdW-DF,0.5,8000,36.999984,2339.88,7.00432,1.2972978582909658,5.045600941008791
vdW-DF,0.5,8000,36.0,2472.09,7.29066,1.3333333333333333,5.185754280214171
vdW-DF,0.5,10000,320.00016,36.9505,-0.24698,0.1499999250000375,0.5833970648255619
vdW-DF,0.5,10000,126.0,208.112,0.880046,0.38095238095238093,1.481644080061192
vdW-DF,0.5,10000,125.00016,211.618,0.90175,0.38399950848062914,1.4934953210276707
vdW-DF,0.5,10000,89.00016000000001,414.499,1.87057,0.5393248731238236,2.097604701920875
vdW-DF,0.5,10000,87.99983999999999,424.209,1.91408,0.5454555371918859,2.1214487899945067
vdW-DF,0.5,10000,84.0,465.36,2.08107,0.5714285714285714,2.222466120091788
vdW-DF,0.5,10000,81.99983999999999,488.774,2.17523,0.5853669958380407,2.276677053122423
vdW-DF,0.5,10000,81.0,500.24600000000004,2.21424,0.5925925925925926,2.3047796800951876
vdW-DF,0.5,10000,80.00016000000001,513.405,2.26899,0.5999988000023999,2.3335847589268592
vdW-DF,0.5,10000,75.99983999999999,568.876,2.49092,0.6315802770111095,2.45641509360691
vdW-DF,0.5,10000,72.0,634.371,2.73452,0.6666666666666666,2.5928771401070856
vdW-DF,0.5,10000,68.00016000000001,710.909,3.00293,0.7058806920454304,2.745392865071349
vdW-DF,0.5,10000,63.99983999999999,802.2550000000001,3.31597,0.7500018750046876,2.91699407510566
vdW-DF,0.5,10000,60.0,913.579,3.67251,0.8,3.111452568128503
vdW-DF,0.5,10000,57.0,1011.94,3.98366,0.8421052631578947,3.2752132296089504
vdW-DF,0.5,10000,56.00016000000001,1049.43,4.09875,0.8571404081702623,3.3336896553100943
vdW-DF,0.5,10000,54.0,1128.27,4.32487,0.8888888888888888,3.4571695201427812
vdW-DF,0.5,10000,53.00016000000001,1171.69,4.45908,0.9056576432976805,3.5223885001047193
vdW-DF,0.5,10000,51.99983999999999,1216.97,4.58989,0.9230797633223489,3.5901486252209662
vdW-DF,0.5,10000,48.0,1427.3899999999999,5.15244,1.0,3.889315710160629
vdW-DF,0.5,10000,44.000016,1698.2099999999998,5.85023,1.0909086942150201,4.242888322761296
vdW-DF,0.5,10000,39.999984,2054.51,6.70247,1.200000480000192,4.667180719065042
vdW-DF,0.5,10000,38.000016,2274.31,7.18333,1.2631573628811104,4.9128177758585725
vdW-DF,0.5,10000,36.999984,2399.02,7.45519,1.2972978582909658,5.045600941008791
vdW-DF,0.5,10000,36.0,2531.46,7.73566,1.3333333333333333,5.185754280214171
vdW-DF,0.5,10000,35.000016,2676.01,8.03597,1.3714279444900825,5.333916249858577
vdW-DF,0.5,10000,33.999984,2835.78,8.35207,1.4117653702425272,5.490801233544998
vdW-DF,0.5,10000,32.000016,3197.83,9.04794,1.499999250000375,5.833970648255618
vdW-DF,0.5,10000,27.999983999999998,4162.9,10.7706,1.714286693878111,6.667402170219462
vdW-DF,0.5,10000,26.000016000000002,4816.82,11.825,1.8461527100598705,7.180270738591475
vdW-DF,0.5,10000,24.999983999999998,5203.72,12.4234,1.9200012288007866,7.467490942702612
vdW-DF,0.5,10000,24.0,5637.81,13.0679,2.0,7.778631420321258
vdW-DF,0.5,10000,21.999983999999998,6687.5,14.5477,2.1818197685961955,8.485785902740211
vdW-DF,0.5,10000,20.000016000000002,8062.55,16.3217,2.3999980800015357,9.334350236905319
vdW-DF,0.5,10000,18.0,9911.34,18.4824,2.6666666666666665,10.371508560428342
vdW-DF,0.5,10000,15.999984,12488.6,21.1988,3.0000030000030002,11.667958798440685
vdW-DF,0.625,1000,320.00012,11.4543,-1.80039,0.13749994843751934,0.6455552845863245
vdW-DF,0.625,1000,159.99984,70.348,-1.27177,0.27500027500027496,1.2911123444514565
vdW-DF,0.625,1000,106.66656,189.394,-0.450718,0.41250041250041247,1.9366685166771849
vdW-DF,0.625,1000,103.90512,200.55900000000003,-0.378316,0.4234632518590037,1.988138491483942
vdW-DF,0.625,1000,91.42848000000001,269.759,0.00466934,0.4812504812504812,2.259446602790049
vdW-DF,0.625,1000,79.99992,366.729,0.49051,0.5500005500005499,2.582224688902913
vdW-DF,0.625,1000,77.0088,400.014,0.645121,0.5713632727688265,2.6825215888866984
vdW-DF,0.625,1000,64.0002,606.238,1.5143,0.6874978515692137,3.227767546574197
vdW-DF,0.625,1000,50.99864,1003.6400000000001,2.91148,0.8627681051886874,4.05065249846384
vdW-DF,0.625,1000,33.814088,2440.67,6.70783,1.3012327879432974,6.10922194720313
vdW-DF,0.625,2000,320.00012,14.953199999999999,-1.59816,0.13749994843751934,0.6455552845863245
vdW-DF,0.625,2000,195.668,50.5878,-1.26186,0.22487069934787496,1.0557565290914097
vdW-DF,0.625,2000,159.99984,80.4744,-1.00059,0.27500027500027496,1.2911123444514565
vdW-DF,0.625,2000,145.75704000000002,100.467,-0.84683,0.3018722114554466,1.4172747232947234
vdW-DF,0.625,2000,122.19503999999999,150.454,-0.504788,0.36008008181019463,1.690557722590524
vdW-DF,0.625,2000,106.66656,205.31799999999998,-0.1671,0.41250041250041247,1.9366685166771849
vdW-DF,0.625,2000,91.42848000000001,287.737,0.286394,0.4812504812504812,2.259446602790049
vdW-DF,0.625,2000,79.99992,385.576,0.770476,0.5500005500005499,2.582224688902913
vdW-DF,0.625,2000,64.0002,628.43,1.79969,0.6874978515692137,3.227767546574197
vdW-DF,0.625,3000,320.00012,19.1662,-1.43475,0.13749994843751934,0.6455552845863245
vdW-DF,0.625,3000,150.7968,100.52600000000001,-0.685411,0.29178338001867415,1.3699081713554795
vdW-DF,0.625,3000,92.004,298.236,0.531385,0.4782400765184122,2.245312905246054
vdW-DF,0.625,3000,72.4768,498.68600000000004,1.48139,0.6070908207867898,2.8502606149037755
vdW-DF,0.625,3000,61.89656000000001,697.598,2.27151,0.7108634147034988,3.3374676805020815
vdW-DF,0.625,3000,55.008359999999996,897.513,2.97623,0.799878418480391,3.7553886088270576
vdW-DF,0.625,3000,42.666668,1541.99,4.913,1.0312499677734386,4.841666298719598
vdW-DF,0.625,4000,320.00012,20.8717,-1.24195,0.13749994843751934,0.6455552845863245
vdW-DF,0.625,4000,231.41008,42.8753,-1.02505,0.19013864910292586,0.8926913146318344
vdW-DF,0.625,4000,156.09484,99.3691,-0.532697,0.2818799135192425,1.323411898396244
vdW-DF,0.625,4000,110.0,211.429,0.230689,0.4,1.8779797139477994
vdW-DF,0.625,4000,108.99987999999999,216.08,0.255866,0.40367016917816795,1.8952109721061892
vdW-DF,0.625,4000,88.0,340.339,0.949109,0.5,2.3474746424347495
vdW-DF,0.625,4000,83.99996,376.676,1.12187,0.5238097732427491,2.4592603202936996
vdW-DF,0.625,4000,79.99992,416.597,1.32113,0.5500005500005499,2.582224688902913
vdW-DF,0.625,4000,78.9998,428.351,1.38595,0.5569634353504693,2.614915082497145
vdW-DF,0.625,4000,75.99988,464.952,1.53833,0.5789482825499198,2.7181328251341705
vdW-DF,0.625,4000,71.99984,521.5600000000001,1.78175,0.6111124691388202,2.8691420499581377
vdW-DF,0.625,4000,67.9998,588.95,2.0676,0.6470607266491961,3.0379172958487812
