#x_He	T[K]	v[A^3/atom]	p[Mbar]]	u[eV/atom]
0.9375	6000	3.11765	2.0729	2.10153
0.9375	6000	3.08824	2.11158	2.1264
0.9375	6000	2.26471	4.10539	3.32907
0.9375	6000	2.23529	4.21806	3.38921
0.9375	6000	1.86762	6.19722	4.35553
0.9375	6000	1.63704	8.192	5.22926
0.9375	6000	1.47537	10.1996	6.02801
0.9375	6000	1.47059	10.2857	6.08085
0.9375	6000	1.44118	10.733	6.24478
0.9375	6000	1.32771	12.7486	6.96036
0.9375	6000	1.23803	14.7675	7.64862
0.9375	6000	1.16481	16.7585	8.29192
0.9375	6000	1.10355	18.7605	8.89843
0.9375	6000	1.05125	20.758	9.48679
0.9375	6000	1.00586	22.7119	10.0178
0.9375	6000	1	22.8698	9.99756
0.9375	6000	0.970588	24.4878	10.5211
0.96875	6000	9.69697	0.212338	0.665761
0.96875	6000	6.72142	0.430735	0.925814
0.96875	6000	4.21742	1.12847	1.58554
0.96875	6000	3.18182	2.06402	2.30249
0.96875	6000	3.15152	2.10834	2.34741
0.96875	6000	2.31041	4.10648	3.54323
0.96875	6000	2.30303	4.14011	3.55902
0.96875	6000	2.27273	4.25165	3.61661
0.96875	6000	1.89707	6.25883	4.62549
0.96875	6000	1.66625	8.26208	5.51751
0.96875	6000	1.51515	10.1081	6.26549
0.96875	6000	1.48485	10.5421	6.43078
0.96875	6000	1.36847	12.5314	7.17075
0.96875	6000	1.27578	14.518	7.85971
0.96875	6000	1.19968	16.5334	8.5334
0.96875	6000	1.13569	18.5351	9.16101
0.96875	6000	1.08088	20.425	9.66025
0.96875	6000	1.03327	22.5642	10.3412
0.96875	6000	1	24.134	10.8147
0.96875	6000	0.969697	25.7397	11.2177
1	6000	37.3516	0.0283203	0.59947
1	6000	21.0043	0.0618081	0.655046
1	6000	11.8116	0.155024	0.790438
1	6000	10	0.209339	0.864114
1	6000	7.12675	0.399754	1.09406
1	6000	6.64216	0.460345	1.16187
1	6000	4.56103	1.00088	1.68811
1	6000	3.73516	1.53026	2.12598
1	6000	3.25	2.07376	2.5402
1	6000	3.21875	2.11736	2.57092
1	6000	2.375	4.0526	3.75636
1	6000	2.34375	4.16618	3.81701
1	6000	2.10043	5.28376	4.41539
1	6000	1.80939	7.26567	5.3567
1	6000	1.61422	9.27252	6.22041
1	6000	1.5625	9.93857	6.49393
1	6000	1.53125	10.3833	6.67491
1	6000	1.40835	12.3673	7.4138
1	6000	1.31141	14.3865	8.13729
1	6000	1.2454	16.0599	8.7076
1	6000	1.18098	17.9381	9.31436
1	6000	1.12099	20.0122	9.95998
1	6000	1.07057	22.0302	10.5596
1	6000	1.03125	23.7916	11.0529
1	6000	1	25.0148	11.2109
1	6000	0.664215	58.5029	18.8288
0	7000	5	0.328097	-1.87995
0	7000	4.45484	0.400545	-1.79932
0	7000	2.80408	1.00485	-1.44848
0	7000	1.98437	2.08967	-0.983602
0	7000	1.96875	2.12538	-0.970587
0	7000	1.84375	2.43971	-0.854474
0	7000	1.45313	4.0645	-0.293113
0	7000	1.4375	4.16281	-0.260546
0	7000	1.375	4.56469	-0.138506
0	7000	1.3125	5.04077	0.00732223
0	7000	1.25	5.58342	0.16824
0	7000	1.1875	6.22356	0.351363
0	7000	1.125	6.96859	0.557338
0	7000	1.0625	7.8564	0.79323
0	7000	1	8.91554	1.06451
0	7000	0.953125	9.86171	1.30098
0	7000	0.9375	10.1908	1.37441
0	7000	0.875	11.7545	1.73819
0	7000	0.8125	13.6854	2.16275
0	7000	0.759998	15.6861	2.58106
0	7000	0.75	16.1136	2.66636
0	7000	0.708042	18.1148	3.05909
0	7000	0.6875	19.223	3.26984
0	7000	0.654683	21.2244	3.63882
0	7000	0.626047	23.2142	3.98862
0	7000	0.625	23.3011	4.00534
0	7000	0.609375	24.5126	4.21276
0	7000	0.59375	25.8272	4.43396
0	7000	0.578125	27.2404	4.66615
0	7000	0.5625	28.7756	4.91366
0	7000	0.53125	32.2515	5.45291
0	7000	0.5	36.3822	6.06217
0	7000	0.46875	41.3467	6.75624
0	7000	0.4375	47.3885	7.5534
0	7000	0.375	64.1771	9.54918
0	7000	0.34375	76.1242	10.823
0	7000	0.3125	91.77	12.3549
0	7000	0.28125	112.851	14.2275
0	7000	0.25	142.305	16.57
0	7000	0.21875	185.416	19.5843
0	7000	0.1875	252.638	23.6206
0.03125	7000	5.07937	0.326119	-1.83632
0.03125	7000	4.47289	0.410751	-1.74637
0.03125	7000	2.72154	1.09978	-1.33415
0.03125	7000	2	2.11073	-0.900764
0.03125	7000	1.98413	2.14951	-0.884921
0.03125	7000	1.47068	4.05925	-0.206273
0.03125	7000	1.21894	6.03149	0.399211
0.03125	7000	1.06273	8.03803	0.950664
0.03125	7000	0.953944	10.051	1.45772
0.03125	7000	0.872717	12.0713	1.93111
0.03125	7000	0.809163	14.1052	2.38036
0.03125	7000	0.757735	16.1302	2.80454
0.03125	7000	0.715044	18.1439	3.20292
0.03125	7000	0.678895	20.1524	3.58617
0.03125	7000	0.647787	22.1467	3.95055
0.03125	7000	0.634921	23.0657	4.11416
0.03125	7000	0.619048	24.2773	4.3276
0.0625	7000	5.16129	0.325218	-1.76959
0.0625	7000	4.67474	0.390863	-1.71243
0.0625	7000	2.99645	0.930167	-1.35862
0.0625	7000	2.03226	2.0934	-0.828079
0.0625	7000	2.01613	2.12686	-0.812695
0.0625	7000	1.45865	4.23122	-0.0569778
0.0625	7000	1.20961	6.27748	0.574041
0.0625	7000	1.05903	8.28442	1.12699
0.0625	7000	0.95471	10.2672	1.6285
0.0625	7000	0.876579	12.2407	2.09612
0.0625	7000	0.815021	14.2135	2.53413
0.0625	7000	0.764768	16.1864	2.95069
0.0625	7000	0.722648	18.1587	3.34821
0.0625	7000	0.686629	20.1412	3.7311
0.0625	7000	0.655324	22.1206	4.0944
0.0625	7000	0.629032	24.0293	4.43754
0.0625	7000	0.612903	25.3116	4.66024
0.09375	7000	5.2459	0.326537	-1.73459
0.09375	7000	4.51641	0.430454	-1.63135
0.09375	7000	2.79297	1.10412	-1.20507
0.09375	7000	2.06557	2.08082	-0.756278
0.09375	7000	2.04918	2.11828	-0.739279
0.09375	7000	1.50437	4.0653	-0.0177453
0.09375	7000	1.24304	6.0748	0.620361
0.09375	7000	1.08324	8.09768	1.19418
0.09375	7000	0.972833	10.1166	1.71355
0.09375	7000	0.890711	12.1297	2.19871
0.09375	7000	0.826518	14.1364	2.65401
0.09375	7000	0.774516	16.135	3.08032
0.09375	7000	0.731246	18.13	3.48397
0.09375	7000	0.694479	20.1339	3.87852
0.09375	7000	0.662708	22.1256	4.25122
0.09375	7000	0.639344	23.7799	4.54992
0.09375	7000	0.622951	25.0566	4.77653
0.09375	7000	0.606557	26.4353	5.01283
0.125	7000	5.33333	0.324012	-1.6731
0.125	7000	4.73262	0.406891	-1.5989
0.125	7000	2.9659	1.0056	-1.18552
0.125	7000	2.11667	2.03097	-0.69556
0.125	7000	2.1	2.06432	-0.682439
0.125	7000	2.08333	2.10008	-0.665695
0.125	7000	2.06667	2.13704	-0.649725
0.125	7000	1.51667	4.10756	0.097045
0.125	7000	1.5	4.20205	0.128628
0.125	7000	1.46667	4.40233	0.192353
0.125	7000	1.4	4.85496	0.342192
0.125	7000	1.33333	5.37408	0.508661
0.125	7000	1.26667	5.98947	0.699253
0.125	7000	1.2	6.70514	0.914101
0.125	7000	1.13333	7.55151	1.1571
0.125	7000	1.06667	8.55703	1.42784
0.125	7000	1	9.78599	1.75291
0.125	7000	0.983333	10.1452	1.85056
0.125	7000	0.966667	10.5105	1.94368
0.125	7000	0.933333	11.2768	2.1232
0.125	7000	0.866667	13.1344	2.56066
0.125	7000	0.808608	15.1269	3.00529
0.125	7000	0.8	15.466	3.07863
0.125	7000	0.753593	17.4557	3.49517
0.125	7000	0.733333	18.4568	3.69853
0.125	7000	0.69699	20.4475	4.08733
0.125	7000	0.666667	22.378	4.45536
0.125	7000	0.65	23.539	4.66625
0.125	7000	0.633333	24.8137	4.89752
0.125	7000	0.6	27.6506	5.38707
0.125	7000	0.566667	30.9913	5.93818
0.125	7000	0.533333	34.974	6.56482
0.125	7000	0.5	39.7565	7.27614
0.125	7000	0.466667	45.5771	8.09347
0.125	7000	0.4	61.7894	10.1493
0.125	7000	0.366667	73.3254	11.4597
0.125	7000	0.333333	88.4261	13.0343
0.125	7000	0.3	108.769	14.9627
0.125	7000	0.266667	137.159	17.3731
0.125	7000	0.233333	178.65	20.4734
0.125	7000	0.2	243.18	24.6226
0.15625	7000	5.42373	0.325934	-1.64135
0.15625	7000	4.76454	0.410378	-1.53348
0.15625	7000	2.94714	1.04978	-1.09606
0.15625	7000	2.11864	2.08349	-0.593741
0.15625	7000	2.10169	2.12018	-0.577155
0.15625	7000	1.53995	4.07527	0.176335
0.15625	7000	1.27408	6.06517	0.830049
0.15625	7000	1.11092	8.06748	1.41722
0.15625	7000	0.997712	10.0727	1.94805
0.15625	7000	0.913234	12.0895	2.45253
0.15625	7000	0.84708	14.097	2.91654
0.15625	7000	0.793459	16.1032	3.35761
0.15625	7000	0.748859	18.1094	3.77828
0.15625	7000	0.711005	20.1176	4.17972
0.15625	7000	0.678356	22.1196	4.56467
0.15625	7000	0.661017	23.3045	4.78565
0.15625	7000	0.644068	24.5557	5.01358
0.1875	7000	5.51724	0.323761	-1.58583
0.1875	7000	3.98434	0.592908	-1.33083
0.1875	7000	2.13793	2.10128	-0.502146
0.1875	7000	1.28058	6.16186	0.969155
0.1875	7000	1.11272	8.24208	1.58308
0.1875	7000	1.02365	9.79771	2.00804
0.1875	7000	0.955133	11.297	2.39048
0.1875	7000	0.896162	12.8744	2.77309
0.1875	7000	0.843945	14.5497	3.15554
0.1875	7000	0.797469	16.333	3.55059
0.1875	7000	0.756119	18.2008	3.95117
0.1875	7000	0.719386	20.1332	4.342
0.1875	7000	0.686791	22.1048	4.72712
0.1875	7000	0.672414	23.066	4.90555
0.1875	7000	0.655172	24.3038	5.13513
0.1875	7000	0.637931	25.6387	5.37802
0.1875	7000	0.62069	27.0945	5.63456
0.21875	7000	5.61404	0.323051	-1.53637
0.21875	7000	4.96604	0.402636	-1.43324
0.21875	7000	3.13019	0.986416	-0.99865
0.21875	7000	2.17544	2.08816	-0.424407
0.21875	7000	2.15789	2.12151	-0.412106
0.21875	7000	1.5653	4.15624	0.403463
0.21875	7000	1.29441	6.18361	1.09141
0.21875	7000	1.13005	8.19226	1.6896
0.21875	7000	1.01642	10.1974	2.23924
0.21875	7000	0.931663	12.1946	2.7475
0.21875	7000	0.865212	14.1859	3.21826
0.21875	7000	0.81124	16.1749	3.67
0.21875	7000	0.766237	18.1608	4.09593
0.21875	7000	0.727937	20.1409	4.49976
0.21875	7000	0.694811	22.1378	4.89604
0.21875	7000	0.666667	24.0572	5.26005
0.21875	7000	0.649123	25.388	5.50754
0.25	7000	5.71429	0.320965	-1.47163
0.25	7000	5.05457	0.404109	-1.39003
0.25	7000	3.14175	1.00805	-0.913983
0.25	7000	2.21429	2.06926	-0.349843
0.25	7000	2.19643	2.1035	-0.332483
0.25	7000	2.17857	2.1424	-0.313647
0.25	7000	1.58929	4.13861	0.497474
0.25	7000	1.58892	4.1396	0.499451
0.25	7000	1.57143	4.23517	0.532619
0.25	7000	1.5	4.66921	0.693085
0.25	7000	1.42857	5.17269	0.868198
0.25	7000	1.35714	5.75774	1.06528
0.25	7000	1.28571	6.4384	1.28039
0.25	7000	1.21429	7.2502	1.53525
0.25	7000	1.14286	8.22041	1.8229
0.25	7000	1.07143	9.38929	2.15157
0.25	7000	1.01786	10.4376	2.43674
0.25	7000	1	10.8245	2.53713
0.25	7000	0.928571	12.598	2.98662
0.25	7000	0.863938	14.5981	3.46161
0.25	7000	0.857143	14.8324	3.51793
0.25	7000	0.805541	16.8359	3.97064
0.25	7000	0.785714	17.7015	4.15819
0.25	7000	0.745359	19.7018	4.57481
0.25	7000	0.714286	21.4668	4.93206
0.25	7000	0.68348	23.4633	5.32033
0.25	7000	0.678571	23.8092	5.38859
0.25	7000	0.660714	25.1258	5.63682
0.25	7000	0.642857	26.543	5.89683
0.25	7000	0.607143	29.7618	6.46477
0.25	7000	0.571429	33.5978	7.10921
0.25	7000	0.535714	38.2125	7.84816
0.25	7000	0.5	43.8292	8.68991
0.25	7000	0.428571	59.4626	10.8127
0.25	7000	0.392857	70.5903	12.164
0.25	7000	0.357143	85.1648	13.79
0.25	7000	0.321429	104.784	15.7853
0.25	7000	0.285714	132.138	18.2744
0.25	7000	0.25	172.077	21.4799
0.25	7000	0.214286	233.987	25.7575
0.28125	7000	5.81818	0.317234	-1.39775
0.28125	7000	5.15073	0.396825	-1.31915
0.28125	7000	3.02245	1.12364	-0.773265
0.28125	7000	2.23636	2.08589	-0.250657
0.28125	7000	2.21818	2.12538	-0.239325
0.28125	7000	1.64025	3.98518	0.545296
0.28125	7000	1.35614	5.92219	1.23306
0.28125	7000	1.17968	7.91109	1.85497
0.28125	7000	1.05685	9.92044	2.42799
0.28125	7000	0.965253	11.9462	2.96352
0.28125	7000	0.893718	13.9877	3.47067
0.28125	7000	0.835953	16.018	3.93933
0.28125	7000	0.788115	18.0641	4.39818
0.28125	7000	0.747704	20.0934	4.82343
0.28125	7000	0.71302	22.1137	5.23232
0.28125	7000	0.690909	23.5648	5.51424
0.28125	7000	0.672727	24.8601	5.76912
0.28125	7000	0.654545	26.2693	6.02847
0.3125	7000	5.92593	0.317182	-1.34798
0.3125	7000	5.28204	0.394417	-1.27368
0.3125	7000	3.01335	1.16386	-0.675338
0.3125	7000	2.24074	2.13843	-0.145313
0.3125	7000	1.81379	3.32261	0.38147
0.3125	7000	1.43244	5.43247	1.17593
0.3125	7000	1.22619	7.50141	1.86091
0.3125	7000	1.09175	9.53052	2.4578
0.3125	7000	0.995072	11.5314	2.99961
0.3125	7000	0.921152	13.4992	3.49636
0.3125	7000	0.862213	15.4612	3.97089
0.3125	7000	0.813763	17.38	4.40989
0.3125	7000	0.772996	19.2839	4.82377
0.3125	7000	0.738063	21.1837	5.22575
0.3125	7000	0.707681	23.0541	5.59235
0.3125	7000	0.703704	23.3259	5.65634
0.3125	7000	0.685185	24.6109	5.90437
0.34375	7000	6.03774	0.314568	-1.28918
0.34375	7000	5.34687	0.390975	-1.19385
0.34375	7000	4.82821	0.48213	-1.11928
0.34375	7000	2.30189	2.08653	-0.0807781
0.34375	7000	2.28302	2.12301	-0.0604636
0.34375	7000	1.76063	3.64063	0.613061
0.34375	7000	1.47248	5.27654	1.23549
0.34375	7000	1.26814	7.19261	1.88521
0.34375	7000	1.12044	9.29545	2.52429
0.34375	7000	1.01115	11.4703	3.12588
0.34375	7000	0.928068	13.6744	3.6991
0.34375	7000	0.863162	15.848	4.22554
0.34375	7000	0.811117	17.9788	4.70918
0.34375	7000	0.768336	20.0659	5.16251
0.34375	7000	0.73234	22.1129	5.59277
0.34375	7000	0.716981	23.0801	5.78653
0.34375	7000	0.698113	24.3505	6.03935
0.34375	7000	0.679245	25.7327	6.30425
0.34375	7000	0.660377	27.2333	6.59148
0.375	7000	6.15385	0.31289	-1.24436
0.375	7000	5.33069	0.411318	-1.13804
0.375	7000	3.35852	0.996258	-0.635138
0.375	7000	2.36538	2.0367	-0.0166882
0.375	7000	2.32692	2.10548	0.0236287
0.375	7000	2.30769	2.14072	0.0414318
0.375	7000	1.69231	4.07389	0.901357
0.375	7000	1.67308	4.16766	0.939642
0.375	7000	1.61538	4.48423	1.06168
0.375	7000	1.53846	4.95978	1.24071
0.375	7000	1.46154	5.51944	1.44353
0.375	7000	1.38462	6.17806	1.67314
0.375	7000	1.30769	6.95239	1.93543
0.375	7000	1.23077	7.87825	2.23567
0.375	7000	1.15385	8.99954	2.57662
0.375	7000	1.09615	10.0001	2.86808
0.375	7000	1.07692	10.3702	2.97041
0.375	7000	1	12.0716	3.43758
0.375	7000	0.927837	14.0754	3.95145
0.375	7000	0.923077	14.2194	3.99327
0.375	7000	0.865344	16.2145	4.47451
0.375	7000	0.846154	16.9727	4.64867
0.375	7000	0.801023	18.9749	5.10377
0.375	7000	0.769231	20.5974	5.46038
0.375	7000	0.734665	22.5898	5.8726
0.375	7000	0.730769	22.8405	5.92314
0.375	7000	0.711538	24.098	6.18098
0.375	7000	0.692308	25.4642	6.45109
0.375	7000	0.653846	28.5682	7.04166
0.375	7000	0.615385	32.2611	7.71261
0.375	7000	0.576923	36.6999	8.46905
0.375	7000	0.538462	42.1075	9.3462
0.375	7000	0.461538	57.1873	11.5416
0.375	7000	0.423077	67.9199	12.949
0.375	7000	0.384615	81.9711	14.638
0.375	7000	0.346154	100.9	16.708
0.375	7000	0.307692	127.273	19.2949
0.375	7000	0.269231	165.691	22.6187
0.375	7000	0.230769	225.126	27.0622
0.40625	7000	6.27451	0.309936	-1.15772
0.40625	7000	5.60525	0.379619	-1.06912
0.40625	7000	3.20653	1.13082	-0.455894
0.40625	7000	2.37255	2.08188	0.101636
0.40625	7000	2.35294	2.12118	0.129633
0.40625	7000	1.72883	4.01263	0.982286
0.40625	7000	1.42638	5.97592	1.73036
0.40625	7000	1.24053	7.97816	2.39795
0.40625	7000	1.11196	9.99498	3.01561
0.40625	7000	1.0164	12.0168	3.58161
0.40625	7000	0.941857	14.0424	4.10645
0.40625	7000	0.881657	16.0668	4.60891
0.40625	7000	0.831741	18.0909	5.08541
0.40625	7000	0.789496	20.1079	5.53651
0.40625	7000	0.753145	22.1197	5.96595
0.40625	7000	0.72549	23.8509	6.32668
0.40625	7000	0.705882	25.204	6.59675
0.40625	7000	0.686275	26.6764	6.89075
0.4375	7000	6.4	0.306963	-1.10588
0.4375	7000	5.66848	0.384387	-0.991417
0.4375	7000	3.21654	1.15685	-0.362629
0.4375	7000	2.4	2.09884	0.20708
0.4375	7000	2.38	2.13782	0.232954
0.4375	7000	1.76123	3.98443	1.08811
0.4375	7000	1.4542	5.92691	1.84009
0.4375	7000	1.26375	7.916	2.52246
0.4375	7000	1.13153	9.93685	3.14143
0.4375	7000	1.03319	11.9791	3.72233
0.4375	7000	0.95657	14.0226	4.27618
0.4375	7000	0.894818	16.0672	4.78761
0.4375	7000	0.843762	18.095	5.266
0.4375	7000	0.800694	20.1263	5.72985
0.4375	7000	0.76377	22.1418	6.17094
0.4375	7000	0.74	23.5948	6.47207
0.4375	7000	0.72	24.9357	6.74925
0.46875	7000	6.53061	0.305436	-1.03147
0.46875	7000	2.90416	1.46702	-0.0669386
0.46875	7000	2.44898	2.07559	0.29111
0.46875	7000	2.42857	2.11602	0.312869
0.46875	7000	2.40816	2.15299	0.328591
0.46875	7000	1.37561	6.85345	2.30094
0.46875	7000	1.08527	11.1549	3.65081
0.46875	7000	1.00042	13.1879	4.22233
0.46875	7000	0.965622	14.174	4.4786
0.46875	7000	0.939831	14.9752	4.68427
0.46875	7000	0.911747	15.9389	4.92318
0.46875	7000	0.879614	17.1423	5.22215
0.46875	7000	0.844749	18.5994	5.56391
0.46875	7000	0.809147	20.2974	5.95645
0.46875	7000	0.774618	22.1647	6.3672
0.46875	7000	0.755102	23.347	6.62284
0.46875	7000	0.734694	24.6749	6.90276
0.46875	7000	0.714286	26.12	7.19575
0.46875	7000	0.562743	42.1351	10.1025
0.5	7000	6.66667	0.300256	-0.924722
0.5	7000	5.73823	0.393353	-0.819529
0.5	7000	3.56521	1.0036	-0.299649
0.5	7000	2.5	2.06055	0.374126
0.5	7000	2.47917	2.09244	0.399818
0.5	7000	2.45833	2.12974	0.417583
0.5	7000	1.83333	3.89993	1.27528
0.5	7000	1.79167	4.09671	1.37146
0.5	7000	1.77083	4.19851	1.42073
0.5	7000	1.75	4.29686	1.45142
0.5	7000	1.66667	4.75359	1.64236
0.5	7000	1.58333	5.28226	1.85448
0.5	7000	1.5	5.91182	2.09651
0.5	7000	1.41667	6.65733	2.3694
0.5	7000	1.33333	7.54065	2.67604
0.5	7000	1.25	8.60939	3.03029
0.5	7000	1.16667	9.928	3.44513
0.5	7000	1.14583	10.3226	3.58439
0.5	7000	1.08333	11.5612	3.93116
0.5	7000	1.002	13.5577	4.48058
0.5	7000	1	13.6134	4.49545
0.5	7000	0.935117	15.6143	5.02222
0.5	7000	0.916667	16.2577	5.18802
0.5	7000	0.865875	18.2606	5.6812
0.5	7000	0.833333	19.7301	6.02364
0.5	7000	0.794583	21.7225	6.47462
0.5	7000	0.791667	21.8888	6.5077
0.5	7000	0.770833	23.0978	6.77712
0.5	7000	0.75	24.4176	7.05953
0.5	7000	0.708333	27.393	7.67094
0.5	7000	0.666667	30.9495	8.36431
0.5	7000	0.625	35.2291	9.16045
0.5	7000	0.583333	40.4322	10.0681
0.5	7000	0.5	54.9704	12.3614
0.5	7000	0.458333	65.3201	13.8271
0.5	7000	0.416667	78.869	15.592
0.5	7000	0.375	97.1134	17.7474
0.5	7000	0.333333	122.53	20.453
0.5	7000	0.291667	159.516	23.9272
0.5	7000	0.25	216.573	28.5628
0.53125	7000	6.80851	0.301582	-0.908576
0.53125	7000	5.82598	0.399901	-0.756729
0.53125	7000	3.63345	0.999434	-0.21667
0.53125	7000	2.51064	2.10846	0.516341
0.53125	7000	2.48936	2.14544	0.538332
0.53125	7000	1.80707	4.15303	1.51015
0.53125	7000	1.4938	6.15428	2.31618
0.53125	7000	1.30348	8.16413	3.03023
0.53125	7000	1.17187	10.1586	3.67736
0.53125	7000	1.07371	12.1502	4.26545
0.53125	7000	0.996785	14.1424	4.81504
0.53125	7000	0.934328	16.1449	5.3452
0.53125	7000	0.88227	18.135	5.84079
0.53125	7000	0.837987	20.1387	6.31567
0.53125	7000	0.7997	22.1418	6.77013
0.53125	7000	0.765957	24.1581	7.21437
0.53125	7000	0.744681	25.5672	7.52112
0.5625	7000	6.95652	0.294964	-0.789454
0.5625	7000	5.85791	0.408607	-0.663919
0.5625	7000	4.35678	0.7152	-0.352612
0.5625	7000	2.56522	2.08938	0.595179
0.5625	7000	2.54348	2.11905	0.617222
0.5625	7000	1.81435	4.25837	1.68158
0.5625	7000	1.51153	6.21162	2.48299
0.5625	7000	1.32607	8.13631	3.1745
0.5625	7000	1.1951	10.0803	3.81078
0.5625	7000	1.09564	12.0492	4.41337
0.5625	7000	1.01673	14.0339	4.97539
0.5625	7000	0.952222	16.0492	5.50284
0.5625	7000	0.898337	18.0693	6.02499
0.5625	7000	0.85257	20.0959	6.51235
0.5625	7000	0.813183	22.1226	6.98409
0.5625	7000	0.782609	23.8924	7.38577
0.5625	7000	0.76087	25.2909	7.68712
0.5625	7000	0.73913	26.8241	8.00966
0.59375	7000	7.11111	0.292287	-0.715619
0.59375	7000	6.10642	0.382916	-0.580043
0.59375	7000	3.97587	0.896786	-0.14625
0.59375	7000	2.6	2.09876	0.71644
0.59375	7000	2.57778	2.13268	0.733004
0.59375	7000	1.83891	4.28232	1.81972
0.59375	7000	1.51996	6.35181	2.67435
0.59375	7000	1.32992	8.36722	3.40812
0.59375	7000	1.19925	10.3633	4.07023
0.59375	7000	1.10175	12.3196	4.65991
0.59375	7000	1.02508	14.2681	5.21549
0.59375	7000	0.962536	16.2389	5.75717
0.59375	7000	0.910116	18.1931	6.25426
0.59375	7000	0.865264	20.1661	6.73698
0.59375	7000	0.826256	22.1401	7.20036
0.59375	7000	0.8	23.6382	7.54561
0.59375	7000	0.777778	25.026	7.85656
0.625	7000	7.27273	0.28405	-0.577046
0.625	7000	6.15636	0.39163	-0.522839
0.625	7000	3.81527	1.00056	0.0574902
0.625	7000	2.68182	2.03653	0.792505
0.625	7000	2.65909	2.07323	0.818339
0.625	7000	2.61364	2.14991	0.863289
0.625	7000	2	3.72555	1.68621
0.625	7000	1.90909	4.10017	1.86784
0.625	7000	1.88636	4.21015	1.92035
0.625	7000	1.81818	4.53624	2.06392
0.625	7000	1.72727	5.04799	2.28541
0.625	7000	1.63636	5.64327	2.54058
0.625	7000	1.54545	6.35421	2.82375
0.625	7000	1.45455	7.20372	3.15533
0.625	7000	1.36364	8.22307	3.51527
0.625	7000	1.27273	9.48199	3.94603
0.625	7000	1.22727	10.2155	4.18897
0.625	7000	1.20455	10.6167	4.31366
0.625	7000	1.18182	11.0422	4.45783
0.625	7000	1.09091	13.0108	5.05006
0.625	7000	1.01733	15.0098	5.62688
0.625	7000	1	15.546	5.77523
0.625	7000	0.942414	17.5415	6.30504
0.625	7000	0.909091	18.8798	6.63828
0.625	7000	0.865143	20.8843	7.13188
0.625	7000	0.863636	20.9517	7.15105
0.625	7000	0.825705	22.9558	7.62511
0.625	7000	0.818182	23.3832	7.72118
0.625	7000	0.795455	24.7511	8.02959
0.625	7000	0.772727	26.2426	8.35848
0.625	7000	0.727273	29.6636	9.09032
0.625	7000	0.681818	33.7751	9.91114
0.625	7000	0.636364	38.7879	10.8638
0.625	7000	0.545455	52.7952	13.2634
0.625	7000	0.5	62.7771	14.8019
0.625	7000	0.454545	75.8442	16.659
0.625	7000	0.409091	93.4389	18.9242
0.625	7000	0.363636	117.92	21.7646
0.625	7000	0.318182	153.486	25.4128
0.625	7000	0.272727	208.26	30.29
0.65625	7000	7.44186	0.280586	-0.522561
0.65625	7000	6.06609	0.413376	-0.354674
0.65625	7000	4.15419	0.868434	0.0552215
0.65625	7000	2.69767	2.08618	0.924978
0.65625	7000	2.67442	2.12092	0.959496
0.65625	7000	1.9245	4.17808	2.03593
0.65625	7000	1.59507	6.16599	2.90035
0.65625	7000	1.39457	8.13389	3.64768
0.65625	7000	1.25488	10.1203	4.33915
0.65625	7000	1.15002	12.0987	4.9642
0.65625	7000	1.06749	14.0954	5.56368
0.65625	7000	1.00033	16.0973	6.11739
0.65625	7000	0.944344	18.1047	6.65934
0.65625	7000	0.896774	20.1076	7.15922
0.65625	7000	0.855749	22.1133	7.65717
0.65625	7000	0.837209	23.1235	7.89245
0.65625	7000	0.813953	24.4809	8.20643
0.65625	7000	0.790698	25.9626	8.5405
0.6875	7000	7.61905	0.275416	-0.390315
0.6875	7000	6.16586	0.410439	-0.294305
0.6875	7000	4.26676	0.848498	0.140579
0.6875	7000	2.7381	2.09546	1.05933
0.6875	7000	2.71429	2.12892	1.07949
0.6875	7000	1.92443	4.3331	2.24685
0.6875	7000	1.59064	6.42267	3.15585
0.6875	7000	1.39324	8.46014	3.93298
0.6875	7000	1.25785	10.4338	4.61541
0.6875	7000	1.15687	12.3983	5.24463
0.6875	7000	1.07741	14.3441	5.83712
0.6875	7000	1.0125	16.2849	6.38407
0.6875	7000	0.958005	18.2374	6.92081
0.6875	7000	0.911295	20.186	7.41081
0.6875	7000	0.870598	22.1563	7.9033
0.6875	7000	0.833333	24.2075	8.39086
0.6875	7000	0.809524	25.6775	8.73603
0.71875	7000	7.80488	0.277358	-0.351026
0.71875	7000	6.50976	0.384181	-0.205511
0.71875	7000	4.10905	0.950282	0.316553
0.71875	7000	2.78049	2.10008	1.17008
0.71875	7000	2.7561	2.13681	1.19723
0.71875	7000	1.98559	4.21467	2.32697
0.71875	7000	1.64116	6.25778	3.22971
0.71875	7000	1.43387	8.26468	4.03505
0.71875	7000	1.29104	10.2678	4.73745
0.71875	7000	1.18463	12.2535	5.38964
0.71875	7000	1.1012	14.2521	6.01309
0.71875	7000	1.0334	16.22	6.57866
0.71875	7000	0.9768	18.197	7.12096
0.71875	7000	0.928578	20.1748	7.64165
0.71875	7000	0.886812	22.1536	8.14595
0.71875	7000	0.853659	23.9345	8.56905
0.71875	7000	0.829268	25.394	8.91324
0.75	7000	8	0.2754	-0.201637
0.75	7000	6.39335	0.409684	-0.0467194
0.75	7000	4.03065	1.02331	0.501943
0.75	7000	2.875	2.03912	1.23192
0.75	7000	2.85	2.07147	1.26187
0.75	7000	2.38036	3.00537	1.83072
0.75	7000	2.2	3.53629	2.12641
0.75	7000	2.1	3.88975	2.30953
