section,panel,functional,series,x_he,x,y,y2
derived,PBE,PBE,xhe_fill_upper,0.25,768.6192468619247,7.862173544334406,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,769.8744769874477,7.8643969823850055,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,771.1297071129707,7.866620420435605,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,772.3849372384936,7.868843858486204,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,773.6401673640167,7.871067296536803,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,774.8953974895397,7.873290734587402,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,776.1506276150628,7.875514172638002,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,777.4058577405858,7.877737610688601,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,778.6610878661088,7.8799610487392,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,779.9163179916318,7.882184486789799,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,781.1715481171548,7.884407924840398,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,782.4267782426778,7.886631362890998,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,783.6820083682007,7.888854800941597,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,784.9372384937238,7.891078238992196,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,786.1924686192468,7.893301677042795,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,787.4476987447699,7.8955251150933945,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,788.7029288702929,7.897748553143994,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,789.9581589958159,7.899971991194593,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,791.2133891213389,7.902195429245192,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,792.4686192468619,7.904418867295791,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,793.7238493723848,7.906642305346391,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,794.979079497908,7.90886574339699,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,796.2343096234309,7.911089181447589,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,797.489539748954,7.913312619498188,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,798.744769874477,7.915536057548787,8.0
derived,PBE,PBE,xhe_fill_upper,0.25,800.0,7.917759495599387,8.0
derived,PBE,PBE,xhe_line_left,0.25,500.0,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,501.255230125523,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,502.510460251046,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,503.765690376569,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,505.02092050209205,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,506.27615062761504,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,507.5313807531381,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,508.78661087866107,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,510.0418410041841,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,511.2970711297071,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,512.5523012552301,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,513.8075313807532,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,515.0627615062762,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,516.3179916317991,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,517.5732217573221,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,518.8284518828452,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,520.0836820083682,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,521.3389121338912,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,522.5941422594142,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,523.8493723849373,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,525.1046025104603,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,526.3598326359833,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,527.6150627615062,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,528.8702928870293,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,530.1255230125523,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,531.3807531380753,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,532.6359832635983,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,533.8912133891214,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,535.1464435146444,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,536.4016736401674,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,537.6569037656903,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,538.9121338912134,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,540.1673640167364,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,541.4225941422594,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,542.6778242677824,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,543.9330543933054,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,545.1882845188285,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,546.4435146443515,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,547.6987447698745,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,548.9539748953974,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,550.2092050209205,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,551.4644351464435,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,552.7196652719665,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,553.9748953974895,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,555.2301255230126,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,556.4853556485356,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,557.7405857740586,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,558.9958158995815,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,560.2510460251046,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,561.5062761506276,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,562.7615062761506,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,564.0167364016736,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,565.2719665271967,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,566.5271966527197,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,567.7824267782427,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,569.0376569037657,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,570.2928870292887,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,571.5481171548117,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,572.8033472803347,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,574.0585774058577,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,575.3138075313807,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,576.5690376569038,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,577.8242677824268,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,579.0794979079498,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,580.3347280334729,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,581.5899581589958,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,582.8451882845188,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,584.1004184100418,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,585.3556485355648,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,586.6108786610879,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,587.8661087866109,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,589.1213389121339,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,590.376569037657,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,591.63179916318,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,592.8870292887029,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,594.1422594142259,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,595.3974895397489,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,596.652719665272,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,597.907949790795,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,599.163179916318,7.435568319738068,
derived,PBE,PBE,xhe_line_left,0.25,600.418410041841,7.436627261005885,
derived,PBE,PBE,xhe_line_left,0.25,601.673640167364,7.439804084809337,
derived,PBE,PBE,xhe_line_left,0.25,602.928870292887,7.442980908612789,
derived,PBE,PBE,xhe_line_left,0.25,604.18410041841,7.446157732416241,
derived,PBE,PBE,xhe_line_left,0.25,605.439330543933,7.449334556219693,
derived,PBE,PBE,xhe_line_left,0.25,606.6945606694561,7.452511380023145,
derived,PBE,PBE,xhe_line_left,0.25,607.9497907949791,7.455688203826597,
derived,PBE,PBE,xhe_line_left,0.25,609.2050209205021,7.458865027630049,
derived,PBE,PBE,xhe_line_left,0.25,610.4602510460251,7.462041851433501,
derived,PBE,PBE,xhe_line_left,0.25,611.7154811715482,7.465218675236953,
derived,PBE,PBE,xhe_line_left,0.25,612.9707112970711,7.468395499040405,
derived,PBE,PBE,xhe_line_left,0.25,614.2259414225941,7.471572322843856,
derived,PBE,PBE,xhe_line_left,0.25,615.4811715481171,7.474749146647308,
derived,PBE,PBE,xhe_line_left,0.25,616.7364016736401,7.47792597045076,
derived,PBE,PBE,xhe_line_left,0.25,617.9916317991632,7.481102794254212,
derived,PBE,PBE,xhe_line_left,0.25,619.2468619246862,7.484279618057664,
derived,PBE,PBE,xhe_line_left,0.25,620.5020920502092,7.487456441861116,
derived,PBE,PBE,xhe_line_left,0.25,621.7573221757323,7.4906332656645676,
derived,PBE,PBE,xhe_line_left,0.25,623.0125523012553,7.4938100894680195,
derived,PBE,PBE,xhe_line_left,0.25,624.2677824267782,7.4969869132714715,
derived,PBE,PBE,xhe_line_left,0.25,625.5230125523012,7.5001637370749235,
derived,PBE,PBE,xhe_line_left,0.25,626.7782426778242,7.5033405608783745,
derived,PBE,PBE,xhe_line_left,0.25,628.0334728033473,7.506517384681827,
derived,PBE,PBE,xhe_line_left,0.25,629.2887029288703,7.5096942084852785,
derived,PBE,PBE,xhe_line_left,0.25,630.5439330543933,7.51287103228873,
derived,PBE,PBE,xhe_line_left,0.25,631.7991631799164,7.516047856092182,
derived,PBE,PBE,xhe_line_left,0.25,633.0543933054394,7.519224679895634,
derived,PBE,PBE,xhe_line_left,0.25,634.3096234309623,7.522401503699086,
derived,PBE,PBE,xhe_line_left,0.25,635.5648535564853,7.525578327502538,
derived,PBE,PBE,xhe_line_left,0.25,636.8200836820083,7.52875515130599,
derived,PBE,PBE,xhe_line_left,0.25,638.0753138075314,7.531931975109442,
derived,PBE,PBE,xhe_line_left,0.25,639.3305439330544,7.535108798912894,
derived,PBE,PBE,xhe_line_right,0.25,720.9205020920501,7.751526806829699,
derived,PBE,PBE,xhe_line_right,0.25,722.1757322175732,7.754879284804699,
derived,PBE,PBE,xhe_line_right,0.25,723.4309623430962,7.758231762779698,
derived,PBE,PBE,xhe_line_right,0.25,724.6861924686192,7.761584240754697,
derived,PBE,PBE,xhe_line_right,0.25,725.9414225941423,7.764936718729697,
derived,PBE,PBE,xhe_line_right,0.25,727.1966527196653,7.768289196704696,
derived,PBE,PBE,xhe_line_right,0.25,728.4518828451883,7.771641674679696,
derived,PBE,PBE,xhe_line_right,0.25,729.7071129707113,7.774994152654695,
derived,PBE,PBE,xhe_line_right,0.25,730.9623430962342,7.778346630629694,
derived,PBE,PBE,xhe_line_right,0.25,732.2175732217573,7.781699108604694,
derived,PBE,PBE,xhe_line_right,0.25,733.4728033472803,7.7850515865796925,
derived,PBE,PBE,xhe_line_right,0.25,734.7280334728033,7.788404064554692,
derived,PBE,PBE,xhe_line_right,0.25,735.9832635983264,7.791756542529692,
derived,PBE,PBE,xhe_line_right,0.25,737.2384937238494,7.795109020504691,
derived,PBE,PBE,xhe_line_right,0.25,738.4937238493724,7.79846149847969,
derived,PBE,PBE,xhe_line_right,0.25,739.7489539748954,7.80181397645469,
derived,PBE,PBE,xhe_line_right,0.25,741.0041841004183,7.805166454429689,
derived,PBE,PBE,xhe_line_right,0.25,742.2594142259414,7.808518932404689,
derived,PBE,PBE,xhe_line_right,0.25,743.5146443514644,7.811871410379688,
derived,PBE,PBE,xhe_line_right,0.25,744.7698744769874,7.815223888354687,
derived,PBE,PBE,xhe_line_right,0.25,746.0251046025105,7.818576366329687,
derived,PBE,PBE,xhe_line_right,0.25,747.2803347280335,7.8219288443046855,
derived,PBE,PBE,xhe_line_right,0.25,748.5355648535565,7.825281322279685,
derived,PBE,PBE,xhe_line_right,0.25,749.7907949790795,7.828633800254685,
derived,PBE,PBE,xhe_line_right,0.25,751.0460251046024,7.831045411626017,
derived,PBE,PBE,xhe_line_right,0.25,752.3012552301255,7.8332688496766165,
derived,PBE,PBE,xhe_line_right,0.25,753.5564853556485,7.835492287727216,
derived,PBE,PBE,xhe_line_right,0.25,754.8117154811715,7.837715725777815,
derived,PBE,PBE,xhe_line_right,0.25,756.0669456066946,7.839939163828414,
derived,PBE,PBE,xhe_line_right,0.25,757.3221757322176,7.842162601879013,
derived,PBE,PBE,xhe_line_right,0.25,758.5774058577406,7.844386039929613,
derived,PBE,PBE,xhe_line_right,0.25,759.8326359832636,7.846609477980212,
derived,PBE,PBE,xhe_line_right,0.25,761.0878661087866,7.848832916030811,
derived,PBE,PBE,xhe_line_right,0.25,762.3430962343095,7.85105635408141,
derived,PBE,PBE,xhe_line_right,0.25,763.5983263598326,7.853279792132009,
derived,PBE,PBE,xhe_line_right,0.25,764.8535564853556,7.855503230182609,
derived,PBE,PBE,xhe_line_right,0.25,766.1087866108787,7.857726668233208,
derived,PBE,PBE,xhe_line_right,0.25,767.3640167364017,7.859950106283807,
derived,PBE,PBE,xhe_line_right,0.25,768.6192468619247,7.862173544334406,
derived,PBE,PBE,xhe_line_right,0.25,769.8744769874477,7.8643969823850055,
derived,PBE,PBE,xhe_line_right,0.25,771.1297071129707,7.866620420435605,
derived,PBE,PBE,xhe_line_right,0.25,772.3849372384936,7.868843858486204,
derived,PBE,PBE,xhe_line_right,0.25,773.6401673640167,7.871067296536803,
derived,PBE,PBE,xhe_line_right,0.25,774.8953974895397,7.873290734587402,
derived,PBE,PBE,xhe_line_right,0.25,776.1506276150628,7.875514172638002,
derived,PBE,PBE,xhe_line_right,0.25,777.4058577405858,7.877737610688601,
derived,PBE,PBE,xhe_line_right,0.25,778.6610878661088,7.8799610487392,
derived,PBE,PBE,xhe_line_right,0.25,779.9163179916318,7.882184486789799,
derived,PBE,PBE,xhe_line_right,0.25,781.1715481171548,7.884407924840398,
derived,PBE,PBE,xhe_line_right,0.25,782.4267782426778,7.886631362890998,
derived,PBE,PBE,xhe_line_right,0.25,783.6820083682007,7.888854800941597,
derived,PBE,PBE,xhe_line_right,0.25,784.9372384937238,7.891078238992196,
derived,PBE,PBE,xhe_line_right,0.25,786.1924686192468,7.893301677042795,
derived,PBE,PBE,xhe_line_right,0.25,787.4476987447699,7.8955251150933945,
derived,PBE,PBE,xhe_line_right,0.25,788.7029288702929,7.897748553143994,
derived,PBE,PBE,xhe_line_right,0.25,789.9581589958159,7.899971991194593,
derived,PBE,PBE,xhe_line_right,0.25,791.2133891213389,7.902195429245192,
derived,PBE,PBE,xhe_line_right,0.25,792.4686192468619,7.904418867295791,
derived,PBE,PBE,xhe_line_right,0.25,793.7238493723848,7.906642305346391,
derived,PBE,PBE,xhe_line_right,0.25,794.979079497908,7.90886574339699,
derived,PBE,PBE,xhe_line_right,0.25,796.2343096234309,7.911089181447589,
derived,PBE,PBE,xhe_line_right,0.25,797.489539748954,7.913312619498188,
derived,PBE,PBE,xhe_line_right,0.25,798.744769874477,7.915536057548787,
derived,PBE,PBE,xhe_line_right,0.25,800.0,7.917759495599387,
derived,PBE,,jupiter_adiabat_envelope,,5.6395012584163196,3.515800565592519,4.879323963558895
derived,PBE,,jupiter_adiabat_envelope,,7.02146551463582,3.706635444998827,4.879323963558895
derived,PBE,,jupiter_adiabat_envelope,,8.75993523800084,3.9293371399751393,4.879323963558895
derived,PBE,,jupiter_adiabat_envelope,,12.24289736935468,4.122294072086033,4.879323963558895
derived,PBE,,jupiter_adiabat_envelope,,17.69623824346697,4.215188468069567,4.879323963558895
derived,PBE,,jupiter_adiabat_envelope,,25.31224726748298,4.215188468069567,4.879323963558895
derived,PBE,,jupiter_adiabat_envelope,,27.37301122003273,4.215188468069567,4.879323963558895
derived,PBE,,jupiter_adiabat_envelope,,35.47307236562176,4.31950767956403,4.879323963558895
derived,PBE,,jupiter_adiabat_envelope,,38.55516263093397,4.359201358470049,4.879323963558895
derived,PBE,,jupiter_adiabat_envelope,,46.650605067387964,4.490500513093634,4.964749536178107
derived,PBE,,jupiter_adiabat_envelope,,49.73455564610176,4.540518792769452,5.019800209651587
derived,PBE,,jupiter_adiabat_envelope,,57.828650959058024,4.652304460408812,5.164285468660704
derived,PBE,,jupiter_adiabat_envelope,,60.915937272147126,4.694942253560334,5.222526383666123
derived,PBE,,jupiter_adiabat_envelope,,67.32984135202898,4.77057312084652,5.3435231440849975
derived,PBE,,jupiter_adiabat_envelope,,68.49780491227907,4.784345403050965,5.3655564962083675
derived,PBE,,jupiter_adiabat_envelope,,72.09898676538018,4.8268094785053535,5.4403120281072965
derived,PBE,,jupiter_adiabat_envelope,,78.65748317353545,4.8933278730136385,5.576457301367148
derived,PBE,,jupiter_adiabat_envelope,,82.87669321302242,4.936120467604516,5.6604839251709524
derived,PBE,,jupiter_adiabat_envelope,,89.32580960803642,5.0038386925149005,5.788919692084487
derived,PBE,,jupiter_adiabat_envelope,,91.24721003098004,5.0240141426098,5.818440668337833
derived,PBE,,jupiter_adiabat_envelope,,95.9275542017642,5.073159572743486,5.890350889379384
derived,PBE,,jupiter_adiabat_envelope,,100.50590825932207,5.130259588002825,5.960694103526028
derived,PBE,,jupiter_adiabat_envelope,,102.68817871644652,5.148616369636463,5.993714581267452
derived,PBE,,jupiter_adiabat_envelope,,111.68619935682169,5.23747777604986,6.12986587236997
derived,PBE,,jupiter_adiabat_envelope,,112.76550187344905,5.248136602408035,6.146029382610602
derived,PBE,,jupiter_adiabat_envelope,,122.86661875179723,5.347891813918496,6.2973025461488445
derived,PBE,,jupiter_adiabat_envelope,,123.94714009444631,5.358562676989942,6.313064640540742
derived,PBE,,jupiter_adiabat_envelope,,125.57566173779595,5.374645405557308,6.336820683895512
derived,PBE,,jupiter_adiabat_envelope,,134.0473588904627,5.455313305556827,6.460401482265055
derived,PBE,,jupiter_adiabat_envelope,,135.1296122490375,5.465618573100081,6.476356976149223
derived,PBE,,jupiter_adiabat_envelope,,136.49859370528196,5.478654079117758,6.496539658031968
derived,PBE,,jupiter_adiabat_envelope,,145.22797073165233,5.565316694148654,6.625235513446331
derived,PBE,,jupiter_adiabat_envelope,,146.31298248596048,5.576088362697687,6.640725998762332
derived,PBE,,jupiter_adiabat_envelope,,156.40896746526977,5.676318248172504,6.784864259432409
derived,PBE,,jupiter_adiabat_envelope,,157.4978922925951,5.687128764526993,6.796859096817943
derived,PBE,,jupiter_adiabat_envelope,,159.90644845531355,5.7110401816738765,6.823390073778675
derived,PBE,,jupiter_adiabat_envelope,,167.59265844588265,5.7762872287384806,6.908056009052099
derived,PBE,,jupiter_adiabat_envelope,,168.68196816563594,5.785534210363999,6.918617547053113
derived,PBE,,jupiter_adiabat_envelope,,171.34756307894892,5.808162033046115,6.944462154387236
derived,PBE,,jupiter_adiabat_envelope,,178.77743995504136,5.875240732433161,7.016499450618729
derived,PBE,,jupiter_adiabat_envelope,,179.8659157412008,5.885067751274457,7.027052903112764
derived,PBE,,jupiter_adiabat_envelope,,189.9622214642,5.976219605848522,7.1249428921853575
derived,PBE,,jupiter_adiabat_envelope,,191.04973501928967,5.9860379374383665,7.135740259982117
derived,PBE,,jupiter_adiabat_envelope,,194.2318354605836,6.014766698692511,7.167333713387898
derived,PBE,,jupiter_adiabat_envelope,,201.14681052714474,6.069736295742231,7.235988976349586
derived,PBE,,jupiter_adiabat_envelope,,202.23490142087633,6.078385917383115,7.246285326614054
derived,PBE,,jupiter_adiabat_envelope,,205.67192851703692,6.105708068613788,7.278809112130882
derived,PBE,,jupiter_adiabat_envelope,,212.33178448251735,6.161997096477227,7.341829775318616
derived,PBE,,jupiter_adiabat_envelope,,213.42006782246284,6.1711952550504785,7.3528882186284585
derived,PBE,,jupiter_adiabat_envelope,,223.5161810992481,6.25652749113712,7.455478502080443
derived,PBE,,jupiter_adiabat_envelope,,224.60536252152545,6.2657332402921595,7.466038796157308
derived,PBE,,jupiter_adiabat_envelope,,229.5941131555602,6.307898104652356,7.514407849001964
derived,PBE,,jupiter_adiabat_envelope,,234.7009626084068,6.346132369316102,7.563921943647072
derived,PBE,,jupiter_adiabat_envelope,,235.7911704104919,6.354294602024992,7.574746061249026
derived,PBE,,jupiter_adiabat_envelope,,241.03333058300046,6.393541919044239,7.626792797739985
derived,PBE,,jupiter_adiabat_envelope,,245.88555167135152,6.432227774549234,7.6749680278113
derived,PBE,,jupiter_adiabat_envelope,,246.9771707456723,6.440931050225821,7.685806157215974
derived,PBE,,jupiter_adiabat_envelope,,257.0701407342963,6.5214004211564935,7.786014111975528
derived,PBE,,jupiter_adiabat_envelope,,258.1632352295908,6.530115460089857,7.796527499570827
derived,PBE,,jupiter_adiabat_envelope,,264.9536180253285,6.58425391810245,7.861837430742697
derived,PBE,,jupiter_adiabat_envelope,,268.25498639219296,6.608970799431477,7.893590006009624
derived,PBE,,jupiter_adiabat_envelope,,269.34968460593717,6.617166651221839,7.9025045610110345
derived,PBE,,jupiter_adiabat_envelope,,276.3928354527688,6.669897732494333,7.9598596884964135
derived,PBE,,jupiter_adiabat_envelope,,279.4410508761113,6.692852108622277,7.984682496925592
derived,PBE,,jupiter_adiabat_envelope,,280.5365188747113,6.701101454873671,7.991733306074065
derived,PBE,,jupiter_adiabat_envelope,,290.6285266322655,6.7770986236364354,8.056688942125835
derived,PBE,,jupiter_adiabat_envelope,,291.7232889947476,6.785342656143683,8.064329779762415
derived,PBE,,jupiter_adiabat_envelope,,300.3113716370707,6.850014620493756,8.124269861124692
derived,PBE,,jupiter_adiabat_envelope,,301.81555334725374,6.860232500461876,8.134768220053807
derived,PBE,,jupiter_adiabat_envelope,,302.9101232635218,6.867667894700105,8.143002227933604
derived,PBE,,jupiter_adiabat_envelope,,311.74927562099117,6.927712101591546,8.209495604994672
derived,PBE,,jupiter_adiabat_envelope,,313.00213102107597,6.935994156445261,8.218920330709512
derived,PBE,,jupiter_adiabat_envelope,,314.0969575322962,6.943231554488653,8.22715626884961
derived,PBE,,jupiter_adiabat_envelope,,318.1947815712043,6.97032039767743,8.257982545841971
derived,PBE,,jupiter_adiabat_envelope,,324.18870869489825,7.013702379637451,8.303072441365217
derived,PBE,,jupiter_adiabat_envelope,,325.2846898834022,7.021634714343399,8.311487154437819
derived,PBE,,jupiter_adiabat_envelope,,335.3751580712446,7.094666050871123,8.388959647085986
derived,PBE,,jupiter_adiabat_envelope,,336.47229393703225,7.102606742733916,8.397383225527935
derived,PBE,,jupiter_adiabat_envelope,,336.7058700003506,7.104297285904705,8.399176573419366
derived,PBE,,jupiter_adiabat_envelope,,346.561607447591,7.166687151126617,8.474846852806756
derived,PBE,,jupiter_adiabat_envelope,,347.65989799066233,7.173639669831943,8.483279296618052
derived,PBE,,jupiter_adiabat_envelope,,348.142898355258,7.176697211473101,8.486987671838964
derived,PBE,,jupiter_adiabat_envelope,,357.7480568239373,7.239568636713137,8.560734058527526
derived,PBE,,jupiter_adiabat_envelope,,358.8475661930305,7.246765573788675,8.56900522391812
derived,PBE,,jupiter_adiabat_envelope,,368.93463449775953,7.312791383032726,8.64488616918323
derived,PBE,,jupiter_adiabat_envelope,,370.03517024666064,7.319995038369246,8.653335851212704
derived,PBE,,jupiter_adiabat_envelope,,373.0973036620845,7.340038506962775,8.676846267587631
derived,PBE,,jupiter_adiabat_envelope,,380.1210838741059,7.383959539691708,8.730773374904
derived,PBE,,jupiter_adiabat_envelope,,381.22303089524274,7.390850223870302,8.739148384585839
derived,PBE,,jupiter_adiabat_envelope,,384.53418607882315,7.411555506609604,8.764313801968562
derived,PBE,,jupiter_adiabat_envelope,,391.30759739919023,7.453736812310295,8.815793033092238
derived,PBE,,jupiter_adiabat_envelope,,392.4108915438246,7.460607558141523,8.823664627800119
derived,PBE,,jupiter_adiabat_envelope,,402.4944958167025,7.523403035085332,8.895607406085277
derived,PBE,,jupiter_adiabat_envelope,,403.59849559745476,7.530278175253681,8.902970088721352
derived,PBE,,jupiter_adiabat_envelope,,409.48727794213005,7.566950468805184,8.942242954778644
derived,PBE,,jupiter_adiabat_envelope,,413.6817791266427,7.591238451660045,8.970216493883118
derived,PBE,,jupiter_adiabat_envelope,,414.7862279485608,7.597633689823254,8.977410793891606
derived,PBE,,jupiter_adiabat_envelope,,420.9232847298555,7.633169912922619,9.017387139356915
derived,PBE,,jupiter_adiabat_envelope,,424.86919073405886,7.656487626806794,9.043090486615892
derived,PBE,,jupiter_adiabat_envelope,,425.97415274588093,7.663017226857354,9.049945227386242
derived,PBE,,jupiter_adiabat_envelope,,436.0568589364268,7.722599400857167,9.112494289218535
derived,PBE,,jupiter_adiabat_envelope,,437.16188509698696,7.729129379984653,9.119435156974045
derived,PBE,,jupiter_adiabat_envelope,,445.8750631496427,7.780618541824107,9.174164193038708
derived,PBE,,jupiter_adiabat_envelope,,447.24446299005695,7.7880198056858605,9.182765639353711
derived,PBE,,jupiter_adiabat_envelope,,448.35006648925884,7.793995316258139,9.190053238604115
derived,PBE,,jupiter_adiabat_envelope,,457.3103402465239,7.842423356333713,9.249114994797894
derived,PBE,,jupiter_adiabat_envelope,,458.43181044873506,7.848020866953857,9.25650717961902
derived,PBE,,jupiter_adiabat_envelope,,459.5385686252208,7.853544946536709,9.263716522596683
derived,PBE,,jupiter_adiabat_envelope,,463.5473374302938,7.873553615439241,9.289829353608871
derived,PBE,,jupiter_adiabat_envelope,,469.6192220561513,7.908223447406581,9.329381172351791
derived,PBE,,jupiter_adiabat_envelope,,470.72707076118274,7.914549148702864,9.336250515335113
derived,PBE,,jupiter_adiabat_envelope,,481.3719265979818,7.975330172374943,9.402255165084568
derived,PBE,,jupiter_adiabat_envelope,,481.91550874840664,7.978433970120937,9.405806787703307
derived,PBE,,jupiter_adiabat_envelope,,483.3001768613684,7.986340281548938,9.414853844501621
derived,PBE,,jupiter_adiabat_envelope,,491.9943018659355,8.03064699749247,9.47165896768721
derived,PBE,,jupiter_adiabat_envelope,,493.1039467356306,8.036301933442202,9.47897320568161
derived,PBE,,jupiter_adiabat_envelope,,494.7348702055742,8.04461339237228,9.489723458069202
derived,PBE,,jupiter_adiabat_envelope,,503.18164932461355,8.090646218995794,9.545400507952518
derived,PBE,,jupiter_adiabat_envelope,,504.2924488715924,8.096699797790613,9.552377639384911
derived,PBE,,jupiter_adiabat_envelope,,514.3692533782438,8.151615853749524,9.615671858087694
derived,PBE,,jupiter_adiabat_envelope,,515.4807585613404,8.15767327808412,9.622567190066087
derived,PBE,,jupiter_adiabat_envelope,,519.6847514291662,8.180583984293413,9.64864707426213
